tx	gene_id	RAP10_146_Schizocladia_ischiensis_imm_mat_Thalli_1_T1	RAP10_147_Schizocladia_ischiensis_imm_mat_Thalli_2_T1	RAP10_148_Schizocladia_ischiensis_imm_mat_Thalli_3_T1	RAP9_140_Schizocladia_ischiensis_immmatThalli_1_T1	RAP9_141_Schizocladia_ischiensis_immmatThalli_2_T1	RAP9_142_Schizocladia_ischiensis_immmatThalli_3_T1
mRNA_S-ischiensis_contig15.3524.1	nbisL1-mrna-4369	9.080389	8.426705	5.636241	6.341681	7.899437	3.863301
mRNA_S-ischiensis_contig15.3525.1	nbisL1-mrna-8557	7.021291	6.022823	4.295825	4.881781	4.789682	3.549295
mRNA_S-ischiensis_contig15.3526.1	nbisL1-mrna-18835	451.051827	472.075271	411.115428	473.954839	479.142222	395.105948
mRNA_S-ischiensis_contig15.3527.1	nbisL1-mrna-8558	0	0	0	0	0	0
mRNA_S-ischiensis_contig15.3528.1	nbisL1-mrna-8559	16.399374	12.117413	6.986606	14.429412	7.910949	7.083358
mRNA_S-ischiensis_contig15.3529.1	nbisL1-mrna-4370	9.896965	10.263568	10.364451	17.841539	13.649116	20.233491
mRNA_S-ischiensis_contig15.3530.1	nbisL1-mrna-4371	28.351694	24.709906	27.907117	22.053924	17.725279	13.895973
mRNA_S-ischiensis_contig15.3531.1	nbisL1-mrna-4372	10.992857	16.193596	17.42905	21.812889	16.93518	15.264137
mRNA_S-ischiensis_contig15.3532.1	nbisL1-mrna-8560	41.669882	48.598789	43.943687	21.317643	14.052181	16.550056
mRNA_S-ischiensis_contig15.3533.1	nbisL1-mrna-18836	78.24264	69.874706	78.63176	69.443599	71.13448	89.958362
mRNA_S-ischiensis_contig15.3534.1	nbisL1-mrna-18837	29.131149	30.290728	23.263181	30.287842	29.663844	26.841175
mRNA_S-ischiensis_contig15.3535.1	nbisL1-mrna-4373	127.917864	122.50544	126.544433	96.479127	95.977285	103.158871
mRNA_S-ischiensis_contig15.3536.1	nbisL1-mrna-18838	141.168179	200.885649	142.268903	225.718321	205.382664	213.949732
mRNA_S-ischiensis_contig15.3537.1	nbisL1-mrna-18839	4.425427	2.231449	1.690042	2.524393	2.610682	1.262728
mRNA_S-ischiensis_contig15.3538.1	nbisL1-mrna-8561	12.897322	10.20343	14.230944	9.552267	7.484343	9.445521
mRNA_S-ischiensis_contig15.3539.1	nbisL1-mrna-18840	7.962767	7.052685	6.029475	9.544792	9.651436	10.442085
mRNA_S-ischiensis_contig15.3540.1	nbisL1-mrna-18841	76.656182	64.754739	71.502091	76.111155	84.848305	83.474638
mRNA_S-ischiensis_contig15.3541.1	nbisL1-mrna-18842	5.566134	5.427093	5.509101	8.799323	8.128708	11.57662
mRNA_S-ischiensis_contig15.3542.1	nbisL1-mrna-8562	9.665127	9.449011	10.732166	7.662411	7.372956	8.614578
mRNA_S-ischiensis_contig15.3543.1	nbisL1-mrna-8563	14.635258	13.420096	17.212395	5.601206	9.966671	7.489093
mRNA_S-ischiensis_contig15.3544.1	nbisL1-mrna-4374	25.524173	23.843662	22.760261	13.574781	17.550146	15.357441
mRNA_S-ischiensis_contig15.3545.1	nbisL1-mrna-18843	15.684581	14.681027	11.163479	16.855775	18.549066	14.690307
mRNA_S-ischiensis_contig15.3546.1	nbisL1-mrna-18844	72.869685	73.498529	60.315057	75.40821	75.455552	62.253582
mRNA_S-ischiensis_contig15.3547.1	nbisL1-mrna-18845	0	7.223672	0	2.089702	5.98554	7.415632
mRNA_S-ischiensis_contig15.3548.1	nbisL1-mrna-4375	12.252089	17.625612	17.656008	13.904706	12.659404	13.364085
mRNA_S-ischiensis_contig15.3549.1	nbisL1-mrna-4376	14.961902	8.308033	15.138353	16.315263	13.299415	14.767434
mRNA_S-ischiensis_contig15.3550.1	nbisL1-mrna-18846	21.106001	24.156157	25.229243	21.317631	19.543116	17.986808
mRNA_S-ischiensis_contig15.3551.1	nbisL1-mrna-18847	14.976592	17.323721	13.257919	16.11633	21.655179	14.855279
mRNA_S-ischiensis_contig15.3552.1	nbisL1-mrna-4377	10.186774	11.61068	10.436139	9.974423	12.240414	13.363825
mRNA_S-ischiensis_contig15.3553.1	nbisL1-mrna-4378	3.801627	5.291701	8.86619	6.865964	6.407891	5.244517
mRNA_S-ischiensis_contig15.3554.1	nbisL1-mrna-18848	95.188069	77.907988	86.104535	115.34896	108.647553	119.124175
mRNA_S-ischiensis_contig15.3555.1	nbisL1-mrna-18849	27.760054	24.16118	28.089272	27.041561	27.576807	30.081459
mRNA_S-ischiensis_contig15.3556.1	nbisL1-mrna-8564	0.966774	1.421191	0.957873	0.414098	2.986976	0.764181
mRNA_S-ischiensis_contig15.3557.1	nbisL1-mrna-18850	124.825865	116.051489	139.312347	131.888374	128.692302	154.808984
mRNA_S-ischiensis_contig15.3558.1	nbisL1-mrna-18851	37.187757	26.875762	25.611998	30.559881	32.426875	45.244983
mRNA_S-ischiensis_contig15.3559.1	nbisL1-mrna-18852	18.144775	14.871449	13.616176	21.997942	15.06792	18.349153
mRNA_S-ischiensis_contig15.3560.1	nbisL1-mrna-18853	9.060703	8.808285	8.081092	7.24449	7.731793	8.41809
mRNA_S-ischiensis_contig15.3561.1	nbisL1-mrna-4379	15.271222	22.548521	16.569561	15.954443	14.827193	10.943798
mRNA_S-ischiensis_contig15.3562.1	nbisL1-mrna-18854	32.886568	31.428201	26.184075	33.517872	30.730201	25.600496
mRNA_S-ischiensis_contig15.3563.1	nbisL1-mrna-18855	118.64243	106.685547	119.511675	122.49373	117.438269	124.075905
mRNA_S-ischiensis_contig15.3564.1	nbisL1-mrna-8565	0.530666	0.182426	0.643998	0.507503	0.629614	0.662166
mRNA_S-ischiensis_contig15.3565.1	nbisL1-mrna-8566	36.782288	37.371773	42.162169	30.197702	25.280099	26.388307
mRNA_S-ischiensis_contig15.3566.1	nbisL1-mrna-18856	24.347258	27.367713	20.926331	25.697894	24.644739	19.32363
mRNA_S-ischiensis_contig15.3567.1	nbisL1-mrna-4380	15.124294	16.955334	12.378955	12.762274	11.499002	13.121804
mRNA_S-ischiensis_contig15.3568.1	nbisL1-mrna-18857	2.861288	0	0	3.269107	2.991268	8.596741
mRNA_S-ischiensis_contig15.3569.1	nbisL1-mrna-18859	10.448419	10.239658	7.674122	11.801469	14.207623	12.388749
mRNA_S-ischiensis_contig15.3570.1	nbisL1-mrna-18858	1.900738	0.843317	1.198755	3.433118	3.005512	1.118767
mRNA_S-ischiensis_contig15.3571.1	nbisL1-mrna-18860	15.987999	16.768559	10.072277	14.660409	16.094965	9.002459
mRNA_S-ischiensis_contig15.3572.1	nbisL1-mrna-8567	22.661708	21.084745	12.577449	24.308481	27.796854	15.237172
mRNA_S-ischiensis_contig15.3573.1	nbisL1-mrna-4381	53.094923	51.914011	42.573277	36.24919	44.846811	25.555881
mRNA_S-ischiensis_contig15.3574.1	nbisL1-mrna-4382	29.238765	33.956368	19.827066	26.643638	26.804527	19.227118
mRNA_S-ischiensis_contig15.3575.1	nbisL1-mrna-18861	20.869746	20.525979	13.55768	14.153148	16.826868	9.421732
mRNA_S-ischiensis_contig15.3576.1	nbisL1-mrna-4383	6.005706	6.928243	0	17.316811	22.39812	14.360692
mRNA_S-ischiensis_contig15.3577.1	nbisL1-mrna-18862	29.352045	33.690175	23.342558	27.21586	26.882605	20.659666
mRNA_S-ischiensis_contig15.3578.1	nbisL1-mrna-18863	1.59433	0	0	1.460374	5.745058	1.309345
mRNA_S-ischiensis_contig15.3579.1	nbisL1-mrna-18864	7.153174	7.319871	6.569859	9.494056	9.298404	8.192009
mRNA_S-ischiensis_contig15.3580.1	nbisL1-mrna-4384	98.146427	90.390165	68.055944	113.386508	117.058971	99.640097
mRNA_S-ischiensis_contig15.3581.1	nbisL1-mrna-8568	0.159613	1.618758	0	0.343479	0.532921	0.638797
mRNA_S-ischiensis_contig15.3582.1	nbisL1-mrna-4385	113.686775	113.991921	87.444395	80.904102	83.239053	59.413667
mRNA_S-ischiensis_contig15.3583.1	nbisL1-mrna-4386	40.795792	38.808091	21.849484	67.276037	70.811638	42.973543
mRNA_S-ischiensis_contig15.3584.1	nbisL1-mrna-18865	36.332813	39.446466	32.865125	56.376352	58.295175	48.830984
mRNA_S-ischiensis_contig15.3585.1	nbisL1-mrna-18866	43.040925	46.092371	53.478494	65.40307	66.385359	58.331279
mRNA_S-ischiensis_contig15.3586.1	nbisL1-mrna-18867	13.598878	12.23308	13.012064	11.453622	13.755702	13.015668
mRNA_S-ischiensis_contig15.3587.1	nbisL1-mrna-18868	18.082489	22.209134	22.63802	12.413196	15.4287	14.829284
mRNA_S-ischiensis_contig15.3588.1	nbisL1-mrna-8569	0	0	0	0	0.439814	0
mRNA_S-ischiensis_contig15.3589.1	nbisL1-mrna-18869	8.907667	8.399602	9.555085	7.21657	6.775948	6.675814
mRNA_S-ischiensis_contig15.3590.1	nbisL1-mrna-4387	2.789902	3.644108	6.908865	4.421468	4.143071	7.790618
mRNA_S-ischiensis_contig15.3591.1	nbisL1-mrna-18870	9.471151	8.098016	7.657345	7.520344	6.703814	7.212812
mRNA_S-ischiensis_contig15.3592.1	nbisL1-mrna-4388	31.389766	23.814736	16.64009	44.852653	40.130215	49.982517
mRNA_S-ischiensis_contig15.3593.1	nbisL1-mrna-18871	62.100378	54.55994	50.836879	59.085698	61.354165	54.335339
mRNA_S-ischiensis_contig15.3594.1	nbisL1-mrna-8570	0	0.333994	0	0	0	0
mRNA_S-ischiensis_contig15.3595.1	nbisL1-mrna-4389	6.673396	6.577107	3.800098	6.309003	5.588807	6.955235
mRNA_S-ischiensis_contig15.3596.1	nbisL1-mrna-8571	20.431545	17.476783	9.869057	9.693028	11.793795	14.216432
mRNA_S-ischiensis_contig15.3597.1	nbisL1-mrna-4390	22.675267	18.484473	20.778735	14.511246	9.682896	12.596898
mRNA_S-ischiensis_contig15.3598.1	nbisL1-mrna-18872	2588.111118	2345.473236	2805.976102	2282.583438	2046.780927	2762.755678
mRNA_S-ischiensis_contig15.3599.1	nbisL1-mrna-18873	13.250674	8.868451	8.423624	15.956497	16.116344	13.117373
mRNA_S-ischiensis_contig15.3600.1	nbisL1-mrna-18874	41.503893	31.733495	36.27212	31.986243	35.997974	37.149304
mRNA_S-ischiensis_contig15.3601.1	nbisL1-mrna-18875	31.824944	29.090798	29.915312	31.549245	28.851626	37.632161
mRNA_S-ischiensis_contig15.3602.1	nbisL1-mrna-18876	17.624353	16.402063	19.185885	19.854941	18.365555	24.009372
mRNA_S-ischiensis_contig15.3603.1	nbisL1-mrna-8572	4.545273	7.950637	4.281491	5.382545	7.295583	7.590246
mRNA_S-ischiensis_contig15.3604.1	nbisL1-mrna-18877	0.072354	0.050522	0.025458	1.61946	0.669336	0.412574
mRNA_S-ischiensis_contig15.3605.1	nbisL1-mrna-18878	39.686628	40.824278	48.042373	33.970802	33.917144	35.227298
mRNA_S-ischiensis_contig15.3606.1	nbisL1-mrna-18879	46.538407	47.24783	45.593687	51.469453	56.873742	56.47317
mRNA_S-ischiensis_contig15.3607.1	nbisL1-mrna-18880	36.051292	30.654458	28.63181	37.758692	33.921916	39.424564
mRNA_S-ischiensis_contig15.3608.1	nbisL1-mrna-18881	24.231911	22.05026	20.579571	22.130428	21.848895	21.58427
mRNA_S-ischiensis_contig15.3609.1	nbisL1-mrna-18882	36.848823	37.317575	34.133556	39.025541	42.781628	38.096152
mRNA_S-ischiensis_contig15.3610.1	nbisL1-mrna-8573	0.091522	0	0	0	0	0
mRNA_S-ischiensis_contig15.3611.1	nbisL1-mrna-18883	24.960183	28.538376	35.918692	18.560456	22.608053	25.356211
mRNA_S-ischiensis_contig15.3612.1	nbisL1-mrna-18884	102.272497	94.020365	130.203435	93.106496	94.571699	131.846664
mRNA_S-ischiensis_contig15.3613.1	nbisL1-mrna-4391	20.420095	23.296326	17.421851	17.872116	19.369503	15.392361
mRNA_S-ischiensis_contig15.3614.1	nbisL1-mrna-18885	14.311476	10.752355	5.252601	13.997227	12.81916	6.129927
mRNA_S-ischiensis_contig15.3615.1	nbisL1-mrna-18886	23.570708	19.91237	7.199865	20.035959	22.281531	6.688787
mRNA_S-ischiensis_contig15.3616.1	nbisL1-mrna-4392	22.788145	25.617426	14.95158	20.14947	19.439287	9.411516
mRNA_S-ischiensis_contig15.3617.1	nbisL1-mrna-4393	78.322526	75.295621	59.335355	56.970925	50.250597	30.504342
mRNA_S-ischiensis_contig15.3618.1	nbisL1-mrna-4394	70.117344	69.60254	43.038718	39.365118	39.445515	24.039995
mRNA_S-ischiensis_contig15.3619.1	nbisL1-mrna-4395	38.789414	44.903824	27.353089	34.360999	38.754814	20.273964
mRNA_S-ischiensis_contig15.3620.1	nbisL1-mrna-4396	62.166748	62.504722	44.1813	50.506554	57.419382	32.71592
mRNA_S-ischiensis_contig15.3621.1	nbisL1-mrna-18887	104.352504	118.76274	105.527958	95.49336	119.341693	87.309538
mRNA_S-ischiensis_contig15.3622.1	nbisL1-mrna-8574	0	0	0	0	0	0
mRNA_S-ischiensis_contig15.3623.1	nbisL1-mrna-18888	63.94248	70.115311	49.505427	76.967409	81.077116	58.077311
mRNA_S-ischiensis_contig15.3624.1	nbisL1-mrna-8575	0	0	0	0	0.545211	1.464699
mRNA_S-ischiensis_contig15.3625.1	nbisL1-mrna-8576	0	0.666653	0	0.226436	0.234206	0.630523
mRNA_S-ischiensis_contig15.3626.1	nbisL1-mrna-8577	0.697456	0	0	0.322684	0	0.298547
mRNA_S-ischiensis_contig15.3627.1	nbisL1-mrna-8578	0	0.279374	0	0	0	0.507908
mRNA_S-ischiensis_contig15.3628.1	nbisL1-mrna-18889	9.838506	9.825803	11.824374	12.271795	13.279339	13.149038
mRNA_S-ischiensis_contig15.3629.1	nbisL1-mrna-18890	60.40043	58.710207	64.828206	64.150229	64.327258	61.282588
mRNA_S-ischiensis_contig15.3630.1	nbisL1-mrna-18891	22.577505	19.472284	19.720808	23.459761	29.958313	26.844569
mRNA_S-ischiensis_contig15.3631.1	nbisL1-mrna-8579	18.163722	14.537709	9.783229	16.146534	10.84688	9.443962
mRNA_S-ischiensis_contig15.3632.1	nbisL1-mrna-8580	2.451125	2.056946	1.383512	3.88053	3.753708	2.681193
mRNA_S-ischiensis_contig15.3633.1	nbisL1-mrna-18892	14.694942	15.210675	11.169104	13.107103	18.265443	16.752662
mRNA_S-ischiensis_contig15.3634.1	nbisL1-mrna-18893	49.206408	44.557503	42.790775	34.313727	27.316591	29.306845
mRNA_S-ischiensis_contig15.3635.1	nbisL1-mrna-18894	46.380606	41.158216	43.821771	46.024699	43.1884	41.119721
mRNA_S-ischiensis_contig15.3636.1	nbisL1-mrna-18895	36.467828	26.678955	35.24999	31.555994	23.415589	30.559442
mRNA_S-ischiensis_contig15.3637.1	nbisL1-mrna-18896	24.786647	20.001711	20.959963	23.712291	27.953688	25.816414
mRNA_S-ischiensis_contig15.3638.1	nbisL1-mrna-18897	33.939424	23.234867	24.360445	41.98919	30.098482	34.500946
mRNA_S-ischiensis_contig15.3639.1	nbisL1-mrna-18898	251.590547	248.370488	333.069975	246.793392	256.679609	360.440922
mRNA_S-ischiensis_contig15.3640.1	nbisL1-mrna-18899	19.299718	17.667093	14.640284	21.496166	22.221093	18.111401
mRNA_S-ischiensis_contig15.3641.1	nbisL1-mrna-8581	0.603965	0.10351	0	0.571095	0	0.106405
mRNA_S-ischiensis_contig15.3642.1	nbisL1-mrna-4397	91.048963	84.511458	89.384803	76.351975	79.067584	77.759945
mRNA_S-ischiensis_contig15.3643.1	nbisL1-mrna-18900	10.932774	10.530338	11.888959	9.659442	10.575702	10.188261
mRNA_S-ischiensis_contig15.3644.1	nbisL1-mrna-4398	9.565981	7.429721	0	29.207471	25.852762	15.712142
mRNA_S-ischiensis_contig15.3645.1	nbisL1-mrna-18901	14.460739	17.46619	13.66401	14.913991	16.482789	10.88623
mRNA_S-ischiensis_contig15.3646.1	nbisL1-mrna-18902	37.500291	38.879011	30.244686	30.232975	28.955301	18.071539
mRNA_S-ischiensis_contig15.3647.1	nbisL1-mrna-4399	10.615935	20.64399	10.270551	18.934694	14.302716	12.877924
mRNA_S-ischiensis_contig15.3648.1	nbisL1-mrna-4400	36.462728	39.798828	33.652813	30.477491	27.182456	21.563845
mRNA_S-ischiensis_contig15.3649.1	nbisL1-mrna-8582	14.787538	19.837307	14.71161	12.232962	13.610162	11.032226
mRNA_S-ischiensis_contig15.3650.1	nbisL1-mrna-8583	0.12982	0	0.133793	0	0.593401	0
mRNA_S-ischiensis_contig15.3651.1	nbisL1-mrna-18903	30.27587	19.377014	12.399961	31.383687	22.334456	18.665477
mRNA_S-ischiensis_contig15.3652.1	nbisL1-mrna-4401	7.376488	0	0	19.93727	12.277274	12.910185
mRNA_S-ischiensis_contig15.3653.1	nbisL1-mrna-18904	16.968319	18.205326	12.198526	21.654866	19.080199	11.861252
mRNA_S-ischiensis_contig15.3654.1	nbisL1-mrna-4402	11.871527	11.677753	6.175195	8.418128	11.062338	5.59957
mRNA_S-ischiensis_contig15.3655.1	nbisL1-mrna-4403	24.102428	18.805689	14.165011	21.112127	27.418	15.133884
mRNA_S-ischiensis_contig15.3656.1	nbisL1-mrna-18905	32.735398	31.065286	40.737238	31.029559	29.003714	40.024537
mRNA_S-ischiensis_contig15.3657.1	nbisL1-mrna-18906	40.231455	38.66187	42.336844	40.693198	42.581843	39.066515
mRNA_S-ischiensis_contig15.3658.1	nbisL1-mrna-18907	27.859999	22.292143	28.350912	19.231878	22.361245	26.804392
mRNA_S-ischiensis_contig15.3659.1	nbisL1-mrna-4404	6.911093	7.416544	6.130733	7.731877	10.463059	12.181609
mRNA_S-ischiensis_contig15.3660.1	nbisL1-mrna-18908	38.224448	41.535599	46.774693	42.236307	43.071295	49.905788
mRNA_S-ischiensis_contig15.3661.1	nbisL1-mrna-4405	19.345146	26.49723	34.786446	23.067781	21.210031	28.758957
mRNA_S-ischiensis_contig15.3662.1	nbisL1-mrna-18909	71.268982	71.781823	85.791595	84.880371	82.388297	100.018997
mRNA_S-ischiensis_contig15.3663.1	nbisL1-mrna-8584	0.237672	0	0.239539	0.239165	0.494703	0.443776
mRNA_S-ischiensis_contig15.3664.1	nbisL1-mrna-18910	168.444934	151.420855	141.451333	154.788858	140.741929	102.871965
mRNA_S-ischiensis_contig15.3665.1	nbisL1-mrna-18911	98.140787	92.173297	61.852321	103.525186	112.289832	68.843115
mRNA_S-ischiensis_contig15.3666.1	nbisL1-mrna-18912	90.692725	93.095734	60.20414	77.948179	73.554805	50.475966
mRNA_S-ischiensis_contig15.3667.1	nbisL1-mrna-18913	97.940147	87.716389	68.668321	73.200482	79.055941	58.157701
mRNA_S-ischiensis_contig15.3668.1	nbisL1-mrna-18914	68.076341	55.170104	38.173987	72.816101	70.570574	40.849491
mRNA_S-ischiensis_contig15.3669.1	nbisL1-mrna-18915	36.426414	29.639774	17.323322	43.394758	38.779226	23.400131
mRNA_S-ischiensis_contig15.3670.1	nbisL1-mrna-18916	33.920293	45.057879	24.023354	35.929337	39.779982	26.982224
mRNA_S-ischiensis_contig15.3671.1	nbisL1-mrna-18917	38.150535	32.881804	16.275447	45.24561	50.755827	39.490878
mRNA_S-ischiensis_contig15.3672.1	nbisL1-mrna-18918	5.591629	0	9.485563	0	3.569322	4.311136
mRNA_S-ischiensis_contig15.3673.1	nbisL1-mrna-18919	2.272368	5.334921	10.728926	1.787479	6.09795	7.101035
mRNA_S-ischiensis_contig15.3674.1	nbisL1-mrna-18920	13.29174	11.97617	13.77526	13.485898	11.754244	14.555923
mRNA_S-ischiensis_contig15.3675.1	nbisL1-mrna-8585	13.490439	14.206441	14.854454	7.22103	12.252263	11.36338
mRNA_S-ischiensis_contig15.3676.1	nbisL1-mrna-18921	26.370542	27.978818	25.902161	32.39852	33.046834	35.417626
mRNA_S-ischiensis_contig15.3677.1	nbisL1-mrna-18922	10.398238	11.364241	11.653326	9.238842	8.877475	7.398165
mRNA_S-ischiensis_contig15.3678.1	nbisL1-mrna-8586	0	0	0.170805	0	0	0.166052
mRNA_S-ischiensis_contig15.3679.1	nbisL1-mrna-4406	3.714046	7.695421	6.748811	10.810629	4.403213	7.241019
mRNA_S-ischiensis_contig15.3680.1	nbisL1-mrna-4407	31.822587	42.636697	27.813635	34.334422	36.636925	24.977187
mRNA_S-ischiensis_contig15.3681.1	nbisL1-mrna-18923	30.246929	33.076442	41.377124	22.721621	22.108889	24.261648
mRNA_S-ischiensis_contig15.3682.1	nbisL1-mrna-18924	60.764459	44.39262	54.230155	49.9519	57.567093	67.748504
mRNA_S-ischiensis_contig15.3683.1	nbisL1-mrna-4408	62.991916	72.365181	53.919101	71.301705	71.418871	59.367208
mRNA_S-ischiensis_contig15.3684.1	nbisL1-mrna-18925	0.979983	0.603536	0.608402	1.012741	0.881371	0.895544
mRNA_S-ischiensis_contig15.3685.1	nbisL1-mrna-18926	15.784696	12.505059	3.856464	25.945509	24.951538	25.672705
mRNA_S-ischiensis_contig15.3686.1	nbisL1-mrna-18927	57.071517	51.893631	53.071608	48.093314	44.925685	40.969638
mRNA_S-ischiensis_contig15.3687.1	nbisL1-mrna-18928	37.255944	35.067906	34.548065	44.583232	47.21754	44.003268
mRNA_S-ischiensis_contig15.3688.1	nbisL1-mrna-8587	2.84803	2.254586	0.569829	2.207612	2.282474	0.5115
mRNA_S-ischiensis_contig15.3689.1	nbisL1-mrna-18930	10.604539	12.546788	9.621465	13.702983	15.459174	10.467332
mRNA_S-ischiensis_contig15.3690.1	nbisL1-mrna-18929	2.376157	2.379976	1.504779	3.261787	2.92397	1.846589
mRNA_S-ischiensis_contig15.3691.1	nbisL1-mrna-18931	22.119507	31.070807	13.054589	22.251065	18.025933	15.907386
mRNA_S-ischiensis_contig15.3692.1	nbisL1-mrna-4409	21.505021	59.240978	33.090234	49.994318	32.990873	29.79338
mRNA_S-ischiensis_contig15.3693.1	nbisL1-mrna-8588	0	0	0	0	0	0
mRNA_S-ischiensis_contig15.3694.1	nbisL1-mrna-18932	2984.415212	3015.301902	3635.081977	2402.650437	2384.589626	2857.042697
mRNA_S-ischiensis_contig15.3695.1	nbisL1-mrna-8589	0	0	0.226885	0	0	0.209412
mRNA_S-ischiensis_contig15.3696.1	nbisL1-mrna-18933	0.405682	0.516708	0.142057	1.186017	0.724282	0.654143
mRNA_S-ischiensis_contig15.3697.1	nbisL1-mrna-8590	2.759906	0.273443	1.105744	0.538488	0.2784	0.748721
mRNA_S-ischiensis_contig15.3698.1	nbisL1-mrna-8591	0.735335	0.927068	0.37447	1.742784	3.004654	0.71973
mRNA_S-ischiensis_contig15.3699.1	nbisL1-mrna-18934	385.536543	367.547793	346.234909	300.176593	288.266954	260.609202
mRNA_S-ischiensis_contig15.3700.1	nbisL1-mrna-18935	34.624161	32.568412	33.681982	42.518555	39.963471	42.511824
mRNA_S-ischiensis_contig15.3701.1	nbisL1-mrna-18936	233.175931	211.747122	222.927014	307.356388	304.59201	357.055617
mRNA_S-ischiensis_contig15.3702.1	nbisL1-mrna-18937	69.265361	76.892433	53.566655	74.077532	80.250505	55.36381
mRNA_S-ischiensis_contig15.3703.1	nbisL1-mrna-18938	22.409974	22.315165	24.602587	18.001161	17.849501	19.290795
mRNA_S-ischiensis_contig15.3704.1	nbisL1-mrna-18939	53.378712	49.206126	47.652	36.162868	35.592437	34.313623
mRNA_S-ischiensis_contig15.3705.1	nbisL1-mrna-18940	11.501484	8.028111	7.909251	12.447268	9.222602	7.926386
mRNA_S-ischiensis_contig15.3706.1	nbisL1-mrna-4410	25.615832	17.950636	24.637215	7.809091	12.296079	16.214638
mRNA_S-ischiensis_contig15.3707.1	nbisL1-mrna-18941	35.502692	33.427287	31.51075	26.557533	26.198749	19.082712
mRNA_S-ischiensis_contig15.3708.1	nbisL1-mrna-18942	46.815025	36.81414	52.715608	34.930393	35.218921	39.549077
mRNA_S-ischiensis_contig15.3709.1	nbisL1-mrna-18943	16.465429	15.697148	15.113566	19.2141	19.170016	16.95208
mRNA_S-ischiensis_contig15.3710.1	nbisL1-mrna-18944	16.380478	18.872481	14.206621	19.807435	20.684056	14.750203
mRNA_S-ischiensis_contig15.3711.1	nbisL1-mrna-18945	38.05771	38.439765	44.725952	29.211874	26.71784	19.050496
mRNA_S-ischiensis_contig15.3712.1	nbisL1-mrna-8592	0.153151	0.155556	0	0.331464	0	0
mRNA_S-ischiensis_contig15.3713.1	nbisL1-mrna-18946	27.420009	24.414019	35.695796	18.5985	16.292648	20.277035
mRNA_S-ischiensis_contig15.3714.1	nbisL1-mrna-18947	142.731419	120.54385	147.329917	118.612491	94.722009	121.86522
mRNA_S-ischiensis_contig15.3715.1	nbisL1-mrna-18948	32.341744	26.642404	28.169617	21.154226	31.904776	30.378946
mRNA_S-ischiensis_contig15.3716.1	nbisL1-mrna-18949	13.329658	15.45154	14.53548	14.951595	14.081353	16.898184
mRNA_S-ischiensis_contig15.3717.1	nbisL1-mrna-4411	15.836013	14.940703	8.757583	12.964054	15.526651	11.897145
mRNA_S-ischiensis_contig15.3718.1	nbisL1-mrna-18950	83.468262	83.404658	76.432547	77.872399	82.818606	64.625566
mRNA_S-ischiensis_contig15.3719.1	nbisL1-mrna-18951	83.322047	75.833299	67.993171	56.976708	64.316957	48.238487
mRNA_S-ischiensis_contig15.3720.1	nbisL1-mrna-4412	27.743506	33.048977	28.597672	30.088471	38.004333	25.608571
mRNA_S-ischiensis_contig15.3721.1	nbisL1-mrna-4413	45.693555	51.772614	44.493948	51.836261	33.356046	31.397715
mRNA_S-ischiensis_contig15.3722.1	nbisL1-mrna-18952	35.063111	32.00882	24.824035	32.498182	32.279018	21.681577
mRNA_S-ischiensis_contig15.3723.1	nbisL1-mrna-18953	4.237685	8.434792	6.267884	14.410303	13.103936	9.908582
mRNA_S-ischiensis_contig15.3724.1	nbisL1-mrna-4414	26.244269	30.884556	30.532805	24.819638	19.769712	14.904436
mRNA_S-ischiensis_contig15.3725.1	nbisL1-mrna-18954	27.905675	27.57636	24.937525	31.257633	24.572876	18.431786
mRNA_S-ischiensis_contig15.3726.1	nbisL1-mrna-18955	22.447889	25.438079	14.92206	27.318697	30.075915	15.955277
mRNA_S-ischiensis_contig15.3727.1	nbisL1-mrna-18956	0.708461	0.716403	0.954059	1.044012	0.955053	1.11406
mRNA_S-ischiensis_contig15.3728.1	nbisL1-mrna-4415	42.121405	42.036597	33.273198	38.797964	33.733174	23.442465
mRNA_S-ischiensis_contig15.3729.1	nbisL1-mrna-4416	21.676408	22.226205	14.013737	24.283962	22.1721	13.924709
mRNA_S-ischiensis_contig15.3730.1	nbisL1-mrna-18957	15.353859	17.884584	20.108855	17.908236	16.057859	20.452463
mRNA_S-ischiensis_contig15.3731.1	nbisL1-mrna-18958	7.361031	10.961681	13.438332	10.690456	9.85586	6.356473
mRNA_S-ischiensis_contig15.3732.1	nbisL1-mrna-8593	15.378217	17.387916	9.771164	13.110966	10.605545	14.736292
mRNA_S-ischiensis_contig15.3733.1	nbisL1-mrna-8594	0.581454	0.195052	0	0	0.628099	0
mRNA_S-ischiensis_contig15.3734.1	nbisL1-mrna-18959	52.756047	46.052527	53.482239	45.003275	41.356917	39.753391
mRNA_S-ischiensis_contig15.3735.1	nbisL1-mrna-8595	1.031504	1.889807	1.778404	2.501933	2.586011	2.867421
mRNA_S-ischiensis_contig15.3736.1	nbisL1-mrna-18960	9.296533	8.83382	9.222974	9.739405	8.63895	8.975881
mRNA_S-ischiensis_contig15.3737.1	nbisL1-mrna-18961	9.537481	9.751436	7.022269	12.647777	13.466141	9.607321
mRNA_S-ischiensis_contig15.3738.1	nbisL1-mrna-18962	7.035875	5.412481	4.779634	8.535443	9.671123	7.63152
