tx	gene_id	Scytosiphon_promiscuus_A_RNAseq_ScytoA	Scytosiphon_promiscuus_asm6_male_RNAseq_ScytoM_rep1	Scytosiphon_promiscuus_B_RNAseq_ScytoB	Scytosiphon_promiscuus_C_RNAseq_ScytoC	Scytosiphon_promiscuus_D_RNAseq_ScytoD	Scytosiphon_promiscuus_mrf5_female_RNAseq_ScytoF_rep1
mRNA_S-promiscuus_M_contig8.18302.1	nbisL1-mrna-13895	12.228727	6.372477	4.912401	6.951639	8.81485	13.781039
mRNA_S-promiscuus_M_contig8.18301.1	nbisL1-mrna-13896	91.735359	92.333103	122.991749	83.914051	107.091194	135.648573
mRNA_S-promiscuus_M_contig8.18300.1	nbisL1-mrna-13897	0	0	6.633393	0	7.902559	11.232125
mRNA_S-promiscuus_M_contig8.18299.1	nbisL1-mrna-13898	15.283405	11.911845	28.680723	18.102034	30.342251	34.358938
mRNA_S-promiscuus_M_contig8.18298.1	nbisL1-mrna-13899	14.211136	10.759699	14.474089	16.922454	12.038162	12.379977
mRNA_S-promiscuus_M_contig8.18297.1	nbisL1-mrna-13900	16.811235	16.057264	10.646285	17.077647	10.822464	10.944949
mRNA_S-promiscuus_M_contig8.18296.1	nbisL1-mrna-13901	202.803127	131.024719	54.976475	128.639975	75.859645	85.337526
mRNA_S-promiscuus_M_contig8.18295.1	nbisL1-mrna-13902	14.710917	12.55208	17.878857	15.553468	26.851315	27.444091
mRNA_S-promiscuus_M_contig8.18294.1	nbisL1-mrna-13903	12.238565	11.331244	12.453338	12.789137	12.783974	17.060791
mRNA_S-promiscuus_M_contig8.18293.1	nbisL1-mrna-13904	53.829452	25.782941	25.116778	29.972441	34.744428	40.089375
mRNA_S-promiscuus_M_contig8.18292.1	nbisL1-mrna-13905	0.414626	0.388763	0	0	0	0.497051
mRNA_S-promiscuus_M_contig8.18291.1	nbisL1-mrna-13906	112.279814	79.517291	58.708802	80.173288	95.999282	104.368945
mRNA_S-promiscuus_M_contig8.18290.1	nbisL1-mrna-13907	8.060407	6.200817	31.928445	7.912436	32.681872	30.828918
mRNA_S-promiscuus_M_contig8.18278.1	nbisL1-mrna-13908	78.074764	66.153497	33.817678	76.602503	37.914227	38.386022
mRNA_S-promiscuus_M_contig8.18277.1	nbisL1-mrna-13909	8.638388	10.056022	2.992993	9.167279	6.176741	10.025777
mRNA_S-promiscuus_M_contig8.18276.1	nbisL1-mrna-13910	7.653577	8.315487	6.55871	10.174447	6.796518	4.280025
mRNA_S-promiscuus_M_contig8.18275.1	nbisL1-mrna-13911	17.4968	7.252473	10.279353	8.450758	13.41963	21.353499
mRNA_S-promiscuus_M_contig8.18274.1	nbisL1-mrna-13912	80.818187	79.003966	111.747125	84.432688	117.2752	105.941484
mRNA_S-promiscuus_M_contig8.18273.1	nbisL1-mrna-13913	27.379824	26.461753	14.294769	23.455901	10.610398	14.235862
mRNA_S-promiscuus_M_contig8.18272.1	nbisL1-mrna-13914	36.254609	36.053093	25.156641	38.783487	23.857209	29.377294
mRNA_S-promiscuus_M_contig8.18271.1	nbisL1-mrna-13915	6.54505	6.551398	4.845573	7.217369	5.304481	6.725915
mRNA_S-promiscuus_M_contig8.18270.1	nbisL1-mrna-13916	10.747258	7.901645	10.252615	9.391764	13.682802	16.875019
mRNA_S-promiscuus_M_contig8.18269.1	nbisL1-mrna-13917	72.488863	34.99979	52.684268	47.54627	57.509143	77.592216
mRNA_S-promiscuus_M_contig8.18268.1	nbisL1-mrna-13918	134.40852	96.255907	90.056015	100.029221	117.708917	164.082798
mRNA_S-promiscuus_M_contig8.18267.1	nbisL1-mrna-13919	58.679972	69.970262	69.450464	73.647091	54.626417	51.023711
mRNA_S-promiscuus_M_contig8.18266.1	nbisL1-mrna-13920	405.653463	463.954627	47.986461	500.316891	65.915549	61.542152
mRNA_S-promiscuus_M_contig8.18265.1	nbisL1-mrna-13921	0.109037	1.039852	0	0	0	0
mRNA_S-promiscuus_M_contig8.18264.1	nbisL1-mrna-13922	7.780299	4.402238	5.11273	4.541031	7.114288	13.375945
mRNA_S-promiscuus_M_contig8.18263.1	nbisL1-mrna-13923	4.924224	4.115092	3.625684	2.45006	4.99732	5.624221
mRNA_S-promiscuus_M_contig8.18262.1	nbisL1-mrna-13924	20.382499	12.541931	8.746761	15.286463	16.163449	19.799942
mRNA_S-promiscuus_M_contig8.18250.1	nbisL1-mrna-13925	0.046711	0.145753	0	0	0	0
mRNA_S-promiscuus_M_contig8.18251.1	nbisL1-mrna-13926	3.875171	1.993428	0	4.544106	0	4.968645
mRNA_S-promiscuus_M_contig8.18252.1	nbisL1-mrna-13927	99.263911	77.60117	47.521155	80.535768	66.462617	82.465688
mRNA_S-promiscuus_M_contig8.18247.1	nbisL1-mrna-13928	44.834476	27.643776	36.381352	32.138269	38.321865	43.243926
mRNA_S-promiscuus_M_contig8.18246.1	nbisL1-mrna-13929	73.169342	62.126563	97.924688	67.200823	107.07319	119.492393
mRNA_S-promiscuus_M_contig8.18245.1	nbisL1-mrna-13930	114.722524	95.809774	74.828191	105.558697	91.46541	98.104108
mRNA_S-promiscuus_M_contig8.18244.1	nbisL1-mrna-13931	80.42023	71.557559	98.122882	69.574874	120.632435	101.779909
mRNA_S-promiscuus_M_contig8.18243.1	nbisL1-mrna-13932	4.737341	17.376823	2.213487	20.697143	0	4.118746
mRNA_S-promiscuus_M_contig8.18242.1	nbisL1-mrna-13933	0.126772	0	0	0	0	0
mRNA_S-promiscuus_M_contig8.18241.1	nbisL1-mrna-13934	0.055539	0.241699	1.115925	0.279711	0	0
mRNA_S-promiscuus_M_contig8.18240.1	nbisL1-mrna-13935	17.623965	16.536551	12.244693	18.62858	15.639371	15.248969
mRNA_S-promiscuus_M_contig8.18239.1	nbisL1-mrna-13936	3.011605	4.586931	12.468075	9.388997	13.846558	13.551984
mRNA_S-promiscuus_M_contig8.18237.1	nbisL1-mrna-13937	61.295043	44.904866	48.832804	50.920847	61.862746	70.074256
mRNA_S-promiscuus_M_contig8.18238.1	nbisL1-mrna-13938	2.020923	0	9.820695	0	3.367378	12.643913
mRNA_S-promiscuus_M_contig8.18236.1	nbisL1-mrna-13939	2.522807	2.210298	1.629954	1.228352	1.541566	2.975564
mRNA_S-promiscuus_M_contig8.18235.1	nbisL1-mrna-13940	125.678062	150.717923	160.372033	144.162019	135.920828	113.330651
mRNA_S-promiscuus_M_contig8.18233.1	nbisL1-mrna-13941	278.667288	335.618845	343.643467	326.258267	329.39594	297.589293
mRNA_S-promiscuus_M_contig8.18234.1	nbisL1-mrna-13942	0.041968	0	0	0	0	0.503047
mRNA_S-promiscuus_M_contig8.18232.1	nbisL1-mrna-13943	9.760439	9.608079	7.143376	5.154542	4.850513	10.802968
mRNA_S-promiscuus_M_contig8.18231.1	nbisL1-mrna-13944	6.699108	4.50803	3.479845	2.804896	2.932565	6.241823
mRNA_S-promiscuus_M_contig8.18230.1	nbisL1-mrna-13945	0.762115	0.447051	0	0	0	0
mRNA_S-promiscuus_M_contig8.18229.1	nbisL1-mrna-13946	97.019875	95.161003	129.727947	103.696784	132.357638	125.900328
mRNA_S-promiscuus_M_contig8.18228.1	nbisL1-mrna-13947	422.634104	487.011321	363.398052	505.436262	311.641331	258.976591
mRNA_S-promiscuus_M_contig8.18227.1	nbisL1-mrna-13948	52.096009	53.302445	46.519708	54.575614	51.222087	40.127343
mRNA_S-promiscuus_M_contig8.18226.1	nbisL1-mrna-13949	60.824806	43.278808	1.472833	46.851224	1.215433	1.696826
mRNA_S-promiscuus_M_contig8.18225.1	nbisL1-mrna-13950	8.08512	5.451176	0	3.873249	0	1.697684
mRNA_S-promiscuus_M_contig8.18224.1	nbisL1-mrna-13951	37.209213	27.213933	37.168861	28.382543	41.50092	49.691041
mRNA_S-promiscuus_M_contig8.18223.1	nbisL1-mrna-13952	4.229315	4.23381	3.170576	1.120319	1.054673	4.378327
mRNA_S-promiscuus_M_contig8.18222.1	nbisL1-mrna-13953	7.293611	9.246438	7.441989	3.405054	4.352383	8.660057
mRNA_S-promiscuus_M_contig8.18221.1	nbisL1-mrna-13954	24.090273	25.534769	44.92732	27.45958	47.403801	45.275531
mRNA_S-promiscuus_M_contig8.18220.1	nbisL1-mrna-13955	4.802367	4.753762	2.840724	1.553746	2.005106	6.614154
mRNA_S-promiscuus_M_contig8.18219.1	nbisL1-mrna-13956	40.576298	34.033957	53.279151	33.577514	65.289269	63.74384
mRNA_S-promiscuus_M_contig8.18217.1	nbisL1-mrna-13957	71.614947	60.384341	53.963131	55.628278	47.660799	97.130936
mRNA_S-promiscuus_M_contig8.18218.1	nbisL1-mrna-13958	0	0	0	0	0	0
mRNA_S-promiscuus_M_contig8.18216.1	nbisL1-mrna-13959	44.760615	48.435102	51.837056	45.166759	55.639799	55.285893
mRNA_S-promiscuus_M_contig8.18215.1	nbisL1-mrna-13960	5.086767	3.816561	3.547297	2.21662	4.67661	8.662516
mRNA_S-promiscuus_M_contig8.18214.1	nbisL1-mrna-13961	77.728842	87.134586	128.582423	88.412459	126.568845	116.998835
mRNA_S-promiscuus_M_contig8.18213.1	nbisL1-mrna-13962	51.902424	46.290636	67.545973	55.314367	71.498399	72.474595
mRNA_S-promiscuus_M_contig8.18212.1	nbisL1-mrna-13963	60.476308	53.134412	76.844896	54.060808	79.469616	85.75615
mRNA_S-promiscuus_M_contig8.18211.1	nbisL1-mrna-13964	17.024029	16.315748	10.99216	17.64016	9.527685	13.38495
mRNA_S-promiscuus_M_contig8.18209.1	nbisL1-mrna-13965	39.819956	32.132163	21.33971	37.593362	24.727312	34.556263
mRNA_S-promiscuus_M_contig8.18210.1	nbisL1-mrna-13966	0.057345	0	0	0.310789	0.585596	0
mRNA_S-promiscuus_M_contig8.18208.1	nbisL1-mrna-13967	84.689776	82.833832	396.694579	96.119212	368.204503	392.669772
mRNA_S-promiscuus_M_contig8.18206.1	nbisL1-mrna-13968	9.567613	9.686578	11.253662	12.248053	15.430274	11.962162
mRNA_S-promiscuus_M_contig8.18207.1	nbisL1-mrna-13969	3.856935	1.588206	1.210545	5.497515	0	1.001587
mRNA_S-promiscuus_M_contig8.18205.1	nbisL1-mrna-13970	52.460874	40.80151	58.381794	44.437162	61.082964	74.542219
mRNA_S-promiscuus_M_contig8.18204.1	nbisL1-mrna-13971	498.319614	479.235835	588.070212	487.835246	554.130617	548.00684
mRNA_S-promiscuus_M_contig8.18203.1	nbisL1-mrna-13972	39.95227	34.496954	44.733649	33.28411	43.404471	48.763793
mRNA_S-promiscuus_M_contig8.18202.1	nbisL1-mrna-13973	28.499308	30.904768	46.071171	29.705445	44.120657	38.929085
mRNA_S-promiscuus_M_contig8.18201.1	nbisL1-mrna-13974	177.684255	173.598563	202.890812	173.702941	213.030464	229.31659
mRNA_S-promiscuus_M_contig8.18200.1	nbisL1-mrna-13975	7.674317	6.328444	8.985575	8.140845	10.618708	8.707529
mRNA_S-promiscuus_M_contig8.18199.1	nbisL1-mrna-13976	0.717903	0.851244	0	0.981974	0	0
mRNA_S-promiscuus_M_contig8.18198.1	nbisL1-mrna-13977	64.505365	48.620183	45.633279	51.007147	52.40076	62.205116
mRNA_S-promiscuus_M_contig8.18197.1	nbisL1-mrna-13978	3.473652	2.956484	20.361822	1.811708	19.335039	24.225121
mRNA_S-promiscuus_M_contig8.18196.1	nbisL1-mrna-13979	22.578262	19.190306	15.583327	23.005476	18.191539	24.373972
mRNA_S-promiscuus_M_contig8.18195.1	nbisL1-mrna-13980	4.013657	4.292544	5.221257	4.205354	4.947655	6.412916
mRNA_S-promiscuus_M_contig8.18194.1	nbisL1-mrna-13981	216.993167	244.93006	261.542591	256.796529	268.651626	249.577067
mRNA_S-promiscuus_M_contig8.18193.1	nbisL1-mrna-13982	49.587594	58.03237	60.027142	65.756047	56.935351	46.184158
mRNA_S-promiscuus_M_contig8.18192.1	nbisL1-mrna-13983	1.409298	2.275501	0.700546	0	0.992215	2.635405
mRNA_S-promiscuus_M_contig8.18191.1	nbisL1-mrna-13984	1.580452	2.126801	0.596418	0.337653	2.001694	2.376791
mRNA_S-promiscuus_M_contig8.18190.1	nbisL1-mrna-13985	0.49734	0	0.51241	0	0.181247	0.429087
mRNA_S-promiscuus_M_contig8.18189.1	nbisL1-mrna-13986	0.790618	1.159327	0.511209	0	0.421097	1.721129
mRNA_S-promiscuus_M_contig8.18188.1	nbisL1-mrna-13987	0	0	0	0	0	0
mRNA_S-promiscuus_M_contig8.18187.1	nbisL1-mrna-13988	1.681729	0.58628	0.897204	2.032832	0	0.744118
mRNA_S-promiscuus_M_contig8.18186.1	nbisL1-mrna-13989	263.812748	207.717554	92.625342	213.149634	106.176126	101.526861
mRNA_S-promiscuus_M_contig8.18185.1	nbisL1-mrna-13990	156.337038	101.960428	142.385909	115.356585	172.614297	186.658417
mRNA_S-promiscuus_M_contig8.18184.1	nbisL1-mrna-13991	0.252652	0	2.910236	0	0	0
mRNA_S-promiscuus_M_contig8.18183.1	nbisL1-mrna-13992	6.486093	6.161069	16.617234	7.933966	16.878138	16.120499
mRNA_S-promiscuus_M_contig8.18182.1	nbisL1-mrna-13993	10.102085	7.870031	13.448725	8.618866	16.458212	18.158249
mRNA_S-promiscuus_M_contig8.18181.1	nbisL1-mrna-13994	2.841426	3.583076	1.911789	0.319065	1.652178	2.492231
mRNA_S-promiscuus_M_contig8.18180.1	nbisL1-mrna-13995	7.720093	10.716696	7.155397	5.883679	2.88971	11.573204
mRNA_S-promiscuus_M_contig8.18178.1	nbisL1-mrna-13996	24.053927	24.248316	31.708018	29.495479	30.483643	30.371083
mRNA_S-promiscuus_M_contig8.18179.1	nbisL1-mrna-13997	5.841907	9.592107	0	6.033419	11.336424	2.891525
mRNA_S-promiscuus_M_contig8.18177.1	nbisL1-mrna-13998	23.794174	25.608184	20.458807	15.44677	25.410412	43.146551
mRNA_S-promiscuus_M_contig8.18176.1	nbisL1-mrna-13999	9.824024	9.557107	12.529656	10.622314	12.394015	10.388652
mRNA_S-promiscuus_M_contig8.18175.1	nbisL1-mrna-14000	19.583077	23.678803	15.299305	27.518521	14.487968	15.382726
mRNA_S-promiscuus_M_contig8.18173.1	nbisL1-mrna-14001	12.145905	12.068851	21.566572	13.568466	18.732815	14.557213
mRNA_S-promiscuus_M_contig8.18174.1	nbisL1-mrna-14002	7.386161	12.540936	11.422756	7.09629	14.330647	21.280519
mRNA_S-promiscuus_M_contig8.18172.1	nbisL1-mrna-14003	11.186042	12.108474	11.470321	11.811124	13.507266	12.337961
mRNA_S-promiscuus_M_contig8.18171.1	nbisL1-mrna-14004	6.033043	5.264862	14.609641	6.496215	11.849781	15.559223
mRNA_S-promiscuus_M_contig8.18170.1	nbisL1-mrna-14005	294.87267	238.915728	358.03302	245.064844	400.99499	431.519594
mRNA_S-promiscuus_M_contig8.18169.1	nbisL1-mrna-14006	5.953427	5.730505	7.733545	4.975232	8.11939	5.550495
mRNA_S-promiscuus_M_contig8.18168.1	nbisL1-mrna-14007	5.849217	6.060094	4.07337	4.695443	2.211973	8.530611
mRNA_S-promiscuus_M_contig8.18167.1	nbisL1-mrna-14008	0.113825	0.399037	0.238382	0.529371	0	0.228728
mRNA_S-promiscuus_M_contig8.18166.1	nbisL1-mrna-14009	2.371495	1.879673	1.429459	0	3.012619	2.363861
mRNA_S-promiscuus_M_contig8.18165.1	nbisL1-mrna-14010	1.592691	2.399634	2.241286	0.950536	1.238624	3.60051
mRNA_S-promiscuus_M_contig8.18164.1	nbisL1-mrna-14011	464.378924	537.50459	182.428254	511.84176	172.300277	179.17279
mRNA_S-promiscuus_M_contig8.18163.1	nbisL1-mrna-14012	14.823058	9.945123	10.519025	11.277168	13.386188	17.85877
mRNA_S-promiscuus_M_contig8.18158.1	nbisL1-mrna-14013	45.230087	46.813013	54.45196	44.187138	53.385317	48.585266
mRNA_S-promiscuus_M_contig8.18157.1	nbisL1-mrna-14014	27.031054	19.22205	13.929877	22.379624	12.881863	17.379147
mRNA_S-promiscuus_M_contig8.18156.1	nbisL1-mrna-14015	7.70147	4.523397	6.536231	5.072688	6.316606	9.858732
mRNA_S-promiscuus_M_contig8.18155.1	nbisL1-mrna-14016	12.535912	2.421788	6.483477	6.296989	16.423709	14.591404
mRNA_S-promiscuus_M_contig8.18154.1	nbisL1-mrna-14017	11.855672	9.62592	10.756038	5.679961	13.372699	15.202342
mRNA_S-promiscuus_M_contig8.18153.1	nbisL1-mrna-14018	17.690894	12.800376	19.199012	13.671069	15.17446	14.959784
mRNA_S-promiscuus_M_contig8.18152.1	nbisL1-mrna-14019	13.343866	11.850802	16.32006	8.217818	8.36205	23.30917
mRNA_S-promiscuus_M_contig8.18151.1	nbisL1-mrna-14020	0.87893	1.069034	1.33288	0.85722	1.030455	1.706569
mRNA_S-promiscuus_M_contig8.18150.1	nbisL1-mrna-14021	174.730967	197.741919	225.449642	209.861375	226.492239	201.671332
mRNA_S-promiscuus_M_contig8.18149.1	nbisL1-mrna-14022	74.555313	65.99456	93.545918	69.699827	94.004522	102.093893
mRNA_S-promiscuus_M_contig8.18148.1	nbisL1-mrna-14023	121.373879	97.491414	109.622297	96.820254	107.169697	137.242624
mRNA_S-promiscuus_M_contig8.18147.1	nbisL1-mrna-14024	1.194015	1.861913	10.059118	1.385997	9.709407	9.946098
mRNA_S-promiscuus_M_contig8.18146.1	nbisL1-mrna-14025	2.359763	3.527624	2.001823	3.868166	7.892664	3.350866
mRNA_S-promiscuus_M_contig8.18145.1	nbisL1-mrna-14026	1.780089	1.417636	0.914447	0.415614	0.606121	1.933742
mRNA_S-promiscuus_M_contig8.18144.1	nbisL1-mrna-14027	13.145506	13.060339	29.67611	15.582352	28.574703	32.376843
mRNA_S-promiscuus_M_contig8.18143.1	nbisL1-mrna-14028	5.720324	3.569905	10.77422	2.927159	12.969646	15.55634
mRNA_S-promiscuus_M_contig8.18142.1	nbisL1-mrna-14029	0.081331	0	1.173774	0	0	0.97143
mRNA_S-promiscuus_M_contig8.18141.1	nbisL1-mrna-14030	11.314958	10.939805	29.263586	11.329235	28.033427	29.68258
mRNA_S-promiscuus_M_contig8.18140.1	nbisL1-mrna-14031	12.994224	9.892966	27.566049	10.770655	34.99673	32.990901
mRNA_S-promiscuus_M_contig8.18139.1	nbisL1-mrna-14032	5.3848	6.786751	3.402593	1.17866	2.865902	5.930845
mRNA_S-promiscuus_M_contig8.18138.1	nbisL1-mrna-14033	20.982764	22.559735	21.875957	23.365892	24.229039	27.982555
mRNA_S-promiscuus_M_contig8.18137.1	nbisL1-mrna-14034	27.417717	32.032864	23.635373	29.280031	24.445353	26.691183
mRNA_S-promiscuus_M_contig8.18136.1	nbisL1-mrna-14035	12.25073	11.404414	38.756776	11.516317	37.657807	40.296013
mRNA_S-promiscuus_M_contig8.18135.1	nbisL1-mrna-14036	19.118728	23.898335	0	23.059213	0	0.17493
mRNA_S-promiscuus_M_contig8.18134.1	nbisL1-mrna-14037	0.163771	0	0	0.295846	0	0
mRNA_S-promiscuus_M_contig8.18133.1	nbisL1-mrna-14038	0.244031	1.148212	0	0	0	0
mRNA_S-promiscuus_M_contig8.18132.1	nbisL1-mrna-14039	9.404881	12.380127	0	10.266979	0.060767	0.072287
mRNA_S-promiscuus_M_contig8.18131.1	nbisL1-mrna-14040	35.061173	15.941721	20.877222	18.574006	30.246742	35.969735
mRNA_S-promiscuus_M_contig8.18130.1	nbisL1-mrna-14041	3.079914	3.239915	3.684323	0.987238	2.663339	7.588606
mRNA_S-promiscuus_M_contig8.18129.1	nbisL1-mrna-14042	33.861906	37.007036	59.163326	40.92906	57.876291	47.626516
mRNA_S-promiscuus_M_contig8.18128.1	nbisL1-mrna-14043	13.051403	10.044007	13.588066	9.944001	15.545312	13.481449
mRNA_S-promiscuus_M_contig8.18127.1	nbisL1-mrna-14044	2.589132	1.373418	5.598266	1.817242	5.666199	5.204338
mRNA_S-promiscuus_M_contig8.18126.1	nbisL1-mrna-14045	3.868039	2.810759	6.934673	4.685819	6.739102	10.613291
mRNA_S-promiscuus_M_contig8.18125.1	nbisL1-mrna-14046	5.921311	3.020439	11.404263	6.3548	10.477379	12.695773
mRNA_S-promiscuus_M_contig8.18124.1	nbisL1-mrna-14047	0.940686	0.977778	0.235931	0.123847	0.44945	1.785398
mRNA_S-promiscuus_M_contig8.18123.1	nbisL1-mrna-14048	1.489912	1.809719	1.241112	0.310432	0.511276	1.38946
mRNA_S-promiscuus_M_contig8.18122.1	nbisL1-mrna-14049	65.763298	40.60546	11.974294	40.815669	23.272892	25.146917
mRNA_S-promiscuus_M_contig8.18121.1	nbisL1-mrna-14050	18.786437	21.925692	28.199696	15.097256	47.834739	50.475836
mRNA_S-promiscuus_M_contig8.18120.1	nbisL1-mrna-14051	25.312808	22.672866	28.186948	18.335323	29.446041	49.725715
mRNA_S-promiscuus_M_contig8.18119.1	nbisL1-mrna-14052	20.705425	12.769885	20.966474	13.779676	23.507493	37.542642
mRNA_S-promiscuus_M_contig8.18118.1	nbisL1-mrna-14053	1.364347	2.224275	1.268778	0.223962	0.474202	2.507917
mRNA_S-promiscuus_M_contig8.18117.1	nbisL1-mrna-14054	74.097817	89.088013	141.777446	89.330722	123.509725	96.321897
mRNA_S-promiscuus_M_contig8.18116.1	nbisL1-mrna-14055	5.482583	4.368682	14.193805	6.026504	13.06707	13.834136
mRNA_S-promiscuus_M_contig8.18115.1	nbisL1-mrna-14056	5.811634	4.238502	8.038434	6.263563	8.753035	10.396821
mRNA_S-promiscuus_M_contig8.18114.1	nbisL1-mrna-14057	19.276067	20.34038	20.301117	20.672575	18.756138	16.081219
mRNA_S-promiscuus_M_contig8.18113.1	nbisL1-mrna-14058	78.969535	94.685223	116.498799	87.842224	115.42935	100.808993
mRNA_S-promiscuus_M_contig8.18112.1	nbisL1-mrna-14059	46.113408	36.97561	42.527534	37.711649	49.857779	58.823627
mRNA_S-promiscuus_M_contig8.18111.1	nbisL1-mrna-14060	2.778709	1.294038	1.744452	1.713415	2.148523	3.09314
mRNA_S-promiscuus_M_contig8.18110.1	nbisL1-mrna-14061	15.845137	17.169502	30.139291	21.570043	22.269998	23.233425
mRNA_S-promiscuus_M_contig8.18109.1	nbisL1-mrna-14062	15.2186	17.755195	24.572703	16.33398	22.173214	17.262934
mRNA_S-promiscuus_M_contig8.18108.1	nbisL1-mrna-14063	27.962745	26.315423	51.460532	19.502599	67.281816	66.188114
mRNA_S-promiscuus_M_contig8.18107.1	nbisL1-mrna-14064	0.911735	0.779206	1.13953	0.617355	1.251238	1.117058
mRNA_S-promiscuus_M_contig8.18106.1	nbisL1-mrna-14065	12.693101	17.127616	22.436624	15.217511	18.968924	22.822166
mRNA_S-promiscuus_M_contig8.18105.1	nbisL1-mrna-14066	0.063637	0	0	0	0.216505	0.767728
mRNA_S-promiscuus_M_contig8.18103.1	nbisL1-mrna-14067	661.723914	697.191497	1100.477081	894.002769	835.819514	807.690816
mRNA_S-promiscuus_M_contig8.18104.1	nbisL1-mrna-14068	0	0.46506	0.357912	0	0	0.598337
mRNA_S-promiscuus_M_contig8.18102.1	nbisL1-mrna-14069	2.392862	3.811854	3.947222	2.929282	3.838155	9.071966
mRNA_S-promiscuus_M_contig8.18101.1	nbisL1-mrna-14070	35.138199	27.359187	28.993105	24.244269	33.620441	37.999522
mRNA_S-promiscuus_M_contig8.18100.1	nbisL1-mrna-14071	0.329575	0.779934	1.189249	0	0	0.984179
mRNA_S-promiscuus_M_contig8.18099.1	nbisL1-mrna-14072	10.743008	5.766542	9.744465	8.116296	9.533713	16.113683
mRNA_S-promiscuus_M_contig8.18162.1	nbisL1-mrna-14073	0	0	0	0	0	0
mRNA_S-promiscuus_M_contig8.18161.1	nbisL1-mrna-14074	48.614467	33.013167	50.151468	38.897762	57.211576	72.903123
mRNA_S-promiscuus_M_contig8.18098.1	nbisL1-mrna-14075	7.539792	8.947044	10.776343	9.632175	11.032798	13.11089
mRNA_S-promiscuus_M_contig8.18097.1	nbisL1-mrna-14076	59.336202	64.957319	151.974183	48.528509	108.458604	95.696515
mRNA_S-promiscuus_M_contig8.18096.1	nbisL1-mrna-14077	32.499614	28.98336	30.037515	32.717592	29.117515	19.577651
mRNA_S-promiscuus_M_contig8.18094.1	nbisL1-mrna-14078	30.452074	27.060857	24.591625	27.133923	26.442282	26.061317
mRNA_S-promiscuus_M_contig8.18095.1	nbisL1-mrna-14079	0	0	0	0	0	0
mRNA_S-promiscuus_M_contig8.18093.1	nbisL1-mrna-14080	15.263565	14.714744	14.649491	14.620776	13.006052	13.033132
mRNA_S-promiscuus_M_contig8.18092.1	nbisL1-mrna-14081	137.125792	156.271491	370.658862	140.712697	359.381101	350.836177
mRNA_S-promiscuus_M_contig8.18091.1	nbisL1-mrna-14082	31.920373	19.926577	22.949636	23.052499	23.388423	29.893227
mRNA_S-promiscuus_M_contig8.18090.1	nbisL1-mrna-14083	19.998625	13.628472	10.688728	12.059846	11.944355	16.822224
mRNA_S-promiscuus_M_contig8.18089.1	nbisL1-mrna-14084	25.962079	26.878203	18.077281	19.15567	20.42436	24.92951
mRNA_S-promiscuus_M_contig8.18088.1	nbisL1-mrna-14085	12.399724	5.925401	9.97337	12.326727	5.145877	11.278668
mRNA_S-promiscuus_M_contig8.18087.1	nbisL1-mrna-14086	15.074653	6.367347	7.656618	14.005289	10.27049	15.634421
mRNA_S-promiscuus_M_contig8.18086.1	nbisL1-mrna-14087	30.065412	23.975157	31.461377	29.395586	30.972037	25.879407
mRNA_S-promiscuus_M_contig8.18085.1	nbisL1-mrna-14088	28.920328	10.304939	27.045156	15.798076	33.390233	42.629786
mRNA_S-promiscuus_M_contig8.18084.1	nbisL1-mrna-14089	19.178467	13.941682	12.971843	13.899131	20.422409	23.562168
mRNA_S-promiscuus_M_contig8.18083.1	nbisL1-mrna-14090	14.708249	14.731458	10.075131	17.373104	13.434416	14.871714
mRNA_S-promiscuus_M_contig8.18082.1	nbisL1-mrna-14091	4.374943	6.420947	0	8.695668	0	0.626422
mRNA_S-promiscuus_M_contig8.18081.1	nbisL1-mrna-14092	2.988622	2.477095	0	5.733264	0	0.318496
mRNA_S-promiscuus_M_contig8.18080.1	nbisL1-mrna-14093	21.898213	13.546119	10.179572	16.184048	17.72788	25.616967
mRNA_S-promiscuus_M_contig8.18079.1	nbisL1-mrna-14094	10.94565	4.287624	4.153985	6.549337	9.145287	13.297549
mRNA_S-promiscuus_M_contig8.18078.1	nbisL1-mrna-14095	14.49869	2.001917	1.52082	1.153589	20.257232	13.832118
mRNA_S-promiscuus_M_contig8.18077.1	nbisL1-mrna-14096	8.843143	3.548645	2.125256	5.24816	4.512834	11.177108
mRNA_S-promiscuus_M_contig8.18076.1	nbisL1-mrna-14097	7.463677	2.550208	3.405101	3.148681	3.15027	8.33403
mRNA_S-promiscuus_M_contig8.18075.1	nbisL1-mrna-14098	8.381439	1.766915	2.330442	5.549969	6.328951	8.761105
mRNA_S-promiscuus_M_contig8.18074.1	nbisL1-mrna-14099	0	0	0	0	0	0
mRNA_S-promiscuus_M_contig8.18073.1	nbisL1-mrna-14100	425.061712	474.36396	213.757231	499.032383	204.635225	227.273063
mRNA_S-promiscuus_M_contig8.18072.1	nbisL1-mrna-14101	1.507018	1.696803	3.070089	1.829224	1.912738	3.033393
mRNA_S-promiscuus_M_contig8.18071.1	nbisL1-mrna-14102	1.822639	2.415492	0.894794	0.727214	0.315847	1.753948
mRNA_S-promiscuus_M_contig8.18070.1	nbisL1-mrna-14103	29.207421	30.210951	40.436438	32.992244	36.524759	32.80162
mRNA_S-promiscuus_M_contig8.18069.1	nbisL1-mrna-14104	3.209543	5.643317	2.609694	2.220907	4.42667	4.376996
mRNA_S-promiscuus_M_contig8.18068.1	nbisL1-mrna-14105	47.055727	41.914357	135.187254	50.533796	129.156621	131.476039
