tx	gene_id	Desmarestia_herbacea_female_SxS46_RNAseq_DesmaF1_rep1	Desmarestia_herbacea_female_SxS46_RNAseq_DesmaF3_rep3	Desmarestia_herbacea_female_SxS46_RNAseq_DesmaF4_rep4	Desmarestia_herbacea_male_SxS47_RNAseq_DesmaM2_rep2	Desmarestia_herbacea_male_SxS47_RNAseq_DesmaM3_rep3	Desmarestia_herbacea_male_SxS47_RNAseq_DesmaM4_rep4
mRNA_D-herbacea_M_contig39.9913.1	nbisL1-mrna-4245	132.357516	133.271755	144.559948	143.270231	138.55779	143.531639
mRNA_D-herbacea_M_contig39.9914.1	nbisL1-mrna-4246	156.259986	139.473827	157.486499	142.985382	148.384316	148.99952
mRNA_D-herbacea_M_contig39.9915.1	nbisL1-mrna-4247	0.721281	0.799535	1.541947	3.724282	6.496375	3.847585
mRNA_D-herbacea_M_contig39.9916.1	nbisL1-mrna-4248	0.602694	0	0	1.221415	0	2.354075
mRNA_D-herbacea_M_contig39.9917.1	nbisL1-mrna-4249	3.488618	4.555499	4.872411	2.260551	2.214839	2.659204
mRNA_D-herbacea_M_contig39.9918.1	nbisL1-mrna-4250	16.396668	14.337549	22.279357	13.074265	12.86972	10.02169
mRNA_D-herbacea_M_contig39.9919.1	nbisL1-mrna-4251	6.77195	18.276489	8.007124	15.036601	16.327442	16.653989
mRNA_D-herbacea_M_contig39.9920.1	nbisL1-mrna-4252	7.895502	14.573386	10.601924	9.59001	12.691001	10.360551
mRNA_D-herbacea_M_contig39.9921.1	nbisL1-mrna-4253	25.338074	28.077086	28.873547	33.206228	30.45716	32.270936
mRNA_D-herbacea_M_contig39.9922.1	nbisL1-mrna-4254	87.537777	89.284015	79.779804	133.900237	128.14287	121.175417
mRNA_D-herbacea_M_contig39.9923.1	nbisL1-mrna-4255	20.52821	25.024795	24.834362	24.193049	24.506941	20.14606
mRNA_D-herbacea_M_contig39.9924.1	nbisL1-mrna-4256	0.16891	0	0	0	0.401125	0.319999
mRNA_D-herbacea_M_contig39.9925.1	nbisL1-mrna-4257	15.365137	19.447764	17.01496	18.200474	16.268705	16.815746
mRNA_D-herbacea_M_contig39.9926.1	nbisL1-mrna-4258	9.113785	15.683162	11.027322	11.617329	14.727743	9.179579
mRNA_D-herbacea_M_contig39.9927.1	nbisL1-mrna-4259	31.56146	34.774798	38.966071	26.391904	24.974556	24.979593
mRNA_D-herbacea_M_contig39.9928.1	nbisL1-mrna-4260	8.733806	11.944997	11.375984	7.35172	6.770984	7.532997
mRNA_D-herbacea_M_contig39.9929.1	nbisL1-mrna-4261	25.722103	29.88873	29.165705	16.133516	14.826504	13.497397
mRNA_D-herbacea_M_contig39.9930.1	nbisL1-mrna-4262	0.326764	0	0	0	0	0
mRNA_D-herbacea_M_contig39.9931.1	nbisL1-mrna-4263	3.814841	6.538305	5.467333	4.532411	5.8237	4.923161
mRNA_D-herbacea_M_contig39.9932.1	nbisL1-mrna-4264	22.206407	28.477697	24.119346	22.060028	22.366233	22.858647
mRNA_D-herbacea_M_contig39.9933.1	nbisL1-mrna-4265	39.758702	36.881382	42.664021	26.400754	25.382685	22.790943
mRNA_D-herbacea_M_contig39.9934.1	nbisL1-mrna-4266	2.213706	3.669534	3.54076	0.30816	0.449782	0.47131
mRNA_D-herbacea_M_contig39.9935.1	nbisL1-mrna-4267	63.013412	73.766394	64.947647	32.16654	25.010783	28.277184
mRNA_D-herbacea_M_contig39.9936.1	nbisL1-mrna-4268	14.110914	13.941157	16.834304	12.530394	11.323151	11.079048
mRNA_D-herbacea_M_contig39.9937.1	nbisL1-mrna-4269	15.633529	16.865149	13.466142	14.128878	15.69075	11.916197
mRNA_D-herbacea_M_contig39.9938.1	nbisL1-mrna-4270	175.45635	129.684914	118.196062	90.967464	72.97492	60.028111
mRNA_D-herbacea_M_contig39.9939.1	nbisL1-mrna-4271	40.730991	46.566739	45.307934	24.982414	28.986033	25.067469
mRNA_D-herbacea_M_contig39.9940.1	nbisL1-mrna-4272	19.610122	21.894054	20.864608	14.564164	13.666982	14.715094
mRNA_D-herbacea_M_contig39.9941.1	nbisL1-mrna-4273	24.815834	23.025666	26.07896	30.272779	27.122053	27.02642
mRNA_D-herbacea_M_contig39.9942.1	nbisL1-mrna-4274	4374.300307	3584.278919	3992.888019	2808.632206	2680.916399	3215.386131
mRNA_D-herbacea_M_contig39.9943.1	nbisL1-mrna-4275	416.775076	402.074234	410.387863	354.906257	329.625324	336.60492
mRNA_D-herbacea_M_contig39.9944.1	nbisL1-mrna-4276	6.845452	11.120656	7.443971	2.56281	3.544126	2.144098
mRNA_D-herbacea_M_contig39.9945.1	nbisL1-mrna-4277	9.626804	13.054058	13.279848	6.080056	4.517024	5.326216
mRNA_D-herbacea_M_contig39.9946.1	nbisL1-mrna-4278	14.623421	19.605221	19.751812	7.810101	7.049158	5.789238
mRNA_D-herbacea_M_contig39.9947.1	nbisL1-mrna-4279	10.336877	15.473311	11.216819	8.843204	10.841801	7.73035
mRNA_D-herbacea_M_contig39.9948.1	nbisL1-mrna-4280	3.341911	3.471389	4.017234	4.311049	5.38002	3.728575
mRNA_D-herbacea_M_contig39.9949.1	nbisL1-mrna-4281	3.618838	5.748811	7.921211	4.217204	5.129784	3.831511
mRNA_D-herbacea_M_contig39.9950.1	nbisL1-mrna-4282	5.728255	6.24501	7.03517	4.63241	3.213871	4.348824
mRNA_D-herbacea_M_contig39.9951.1	nbisL1-mrna-4283	42.056844	46.763364	48.937552	37.522098	36.349325	36.171505
mRNA_D-herbacea_M_contig39.9952.1	nbisL1-mrna-4284	306.759464	316.233306	281.634046	112.506093	107.879098	103.99863
mRNA_D-herbacea_M_contig39.9953.1	nbisL1-mrna-4285	7.192061	13.682432	10.322624	8.020373	6.626857	6.11328
mRNA_D-herbacea_M_contig39.9954.1	nbisL1-mrna-4286	90.881647	89.418981	85.065928	55.750187	56.740341	51.652436
mRNA_D-herbacea_M_contig39.9955.1	nbisL1-mrna-4287	23.357275	26.050545	22.014602	13.554366	18.651131	13.551987
mRNA_D-herbacea_M_contig39.9956.1	nbisL1-mrna-4288	101.086628	96.534805	117.293731	92.127804	95.641736	96.564034
mRNA_D-herbacea_M_contig39.9957.1	nbisL1-mrna-4289	44.397221	51.71494	47.81689	44.416765	41.888686	44.561005
mRNA_D-herbacea_M_contig39.9958.1	nbisL1-mrna-4290	19.45188	21.470105	22.367637	15.495684	15.882689	15.458406
mRNA_D-herbacea_M_contig39.9959.1	nbisL1-mrna-4291	0.090356	0	0	0	0	0
mRNA_D-herbacea_M_contig39.9960.1	nbisL1-mrna-4292	154.284503	161.128927	150.459864	104.359535	114.39075	126.389049
mRNA_D-herbacea_M_contig275.7458.1	nbisL1-mrna-4293	32.081692	34.529904	30.670398	25.427371	23.154019	22.560758
mRNA_D-herbacea_M_contig275.7459.1	nbisL1-mrna-4294	5.79022	11.597453	8.70539	5.114228	8.330093	7.738203
mRNA_D-herbacea_M_contig275.7460.1	nbisL1-mrna-4295	68.986471	66.302226	72.389375	102.327333	101.592406	89.727174
mRNA_D-herbacea_M_contig275.7461.1	nbisL1-mrna-4296	0.980167	1.089289	0	0	1.773409	0.468908
mRNA_D-herbacea_M_contig275.7462.1	nbisL1-mrna-4297	9.345332	15.374672	10.635844	9.548235	12.347847	9.813047
mRNA_D-herbacea_M_contig275.7463.1	nbisL1-mrna-4298	105.174313	101.059937	107.392775	94.436166	89.946497	95.129649
mRNA_D-herbacea_M_contig275.7464.1	nbisL1-mrna-4299	215.893359	256.962708	306.484398	159.796015	165.687755	168.714775
mRNA_D-herbacea_M_contig275.7465.1	nbisL1-mrna-4300	0.061546	0	0.11263	0	0	0
mRNA_D-herbacea_M_contig275.7466.1	nbisL1-mrna-4301	12.744157	10.787763	13.964451	15.700823	19.219792	9.349233
mRNA_D-herbacea_M_contig275.7467.1	nbisL1-mrna-4302	8.59022	7.825837	8.352417	12.447187	10.806772	9.970184
mRNA_D-herbacea_M_contig275.7468.1	nbisL1-mrna-4303	17.919277	20.733973	18.050979	13.14759	12.342036	11.591116
mRNA_D-herbacea_M_contig275.7469.1	nbisL1-mrna-4304	116.633279	122.737929	95.478076	227.941874	264.710763	315.206244
mRNA_D-herbacea_M_contig275.7470.1	nbisL1-mrna-4305	13.236667	13.427609	16.053904	5.626716	5.990178	4.555816
mRNA_D-herbacea_M_contig275.7471.1	nbisL1-mrna-4306	93.821996	108.536493	107.678067	71.842571	71.134281	73.293493
mRNA_D-herbacea_M_contig275.7472.1	nbisL1-mrna-4307	7.215416	12.932806	13.266733	9.164725	16.805784	13.785417
mRNA_D-herbacea_M_contig275.7473.1	nbisL1-mrna-4308	16.335663	15.101086	19.511814	10.168773	21.926132	12.283038
mRNA_D-herbacea_M_contig275.7474.1	nbisL1-mrna-4309	19.725364	18.069287	17.56023	17.473233	13.509564	13.664659
mRNA_D-herbacea_M_contig275.7475.1	nbisL1-mrna-4310	1.302595	2.506653	1.865343	0.933273	0.918921	1.375473
mRNA_D-herbacea_M_contig275.7476.1	nbisL1-mrna-4311	2.486819	3.30833	3.873687	2.054846	1.462041	2.576401
mRNA_D-herbacea_M_contig275.7477.1	nbisL1-mrna-4312	808.239571	733.507927	440.488061	1347.948589	1235.902634	1061.097868
mRNA_D-herbacea_M_contig275.7478.1	nbisL1-mrna-4313	122.030363	127.650671	153.221135	66.032906	62.914747	71.254837
mRNA_D-herbacea_M_contig275.7479.1	nbisL1-mrna-4314	127.423597	123.206292	129.305683	67.97311	69.713048	75.885495
mRNA_D-herbacea_M_contig275.7480.1	nbisL1-mrna-4315	136.323325	137.918077	148.146441	80.429537	85.853786	88.47682
mRNA_D-herbacea_M_contig275.7481.1	nbisL1-mrna-4316	1105.744618	1657.246014	1399.056757	17.06115	26.305067	23.404215
mRNA_D-herbacea_M_contig275.7482.1	nbisL1-mrna-4317	48.472752	55.821223	57.110977	46.945307	46.410454	42.580983
mRNA_D-herbacea_M_contig275.7483.1	nbisL1-mrna-4318	56.523663	62.695255	63.902698	19.934252	22.012688	20.155906
mRNA_D-herbacea_M_contig275.7484.1	nbisL1-mrna-4319	30.481452	30.590754	25.877929	22.475637	22.683794	21.175702
mRNA_D-herbacea_M_contig275.7485.1	nbisL1-mrna-4320	15.7532	20.409959	19.935222	18.154511	22.367317	15.260081
mRNA_D-herbacea_M_contig275.7486.1	nbisL1-mrna-4321	9.373079	13.176341	10.594679	12.772909	10.065886	10.8437
mRNA_D-herbacea_M_contig275.7487.1	nbisL1-mrna-4322	127.321863	124.062172	123.402219	83.251638	74.589858	75.720508
mRNA_D-herbacea_M_contig468.11319.1	nbisL1-mrna-4323	32.91234	51.655709	38.296763	12.207313	13.835489	13.36421
mRNA_D-herbacea_M_contig468.11318.1	nbisL1-mrna-4324	0	0	0	0	0	0
mRNA_D-herbacea_M_contig468.11317.1	nbisL1-mrna-4325	24.864231	33.889227	24.430565	12.644818	14.832444	11.356099
mRNA_D-herbacea_M_contig468.11316.1	nbisL1-mrna-4326	49.077227	49.485376	52.20568	26.656247	24.74672	25.531687
mRNA_D-herbacea_M_contig468.11315.1	nbisL1-mrna-4327	6.164937	12.200935	7.593173	10.257936	15.397665	11.631895
mRNA_D-herbacea_M_contig468.11314.1	nbisL1-mrna-4328	10.069877	13.979124	21.434112	9.765527	9.213989	12.132088
mRNA_D-herbacea_M_contig468.11313.1	nbisL1-mrna-4329	2.422082	5.046863	5.215736	3.817573	2.981439	3.066424
mRNA_D-herbacea_M_contig468.11312.1	nbisL1-mrna-4330	1.515697	5.246638	3.816689	1.368113	3.09911	5.156124
mRNA_D-herbacea_M_contig468.11311.1	nbisL1-mrna-4331	27.742194	29.417501	33.148125	56.513801	53.683898	56.129463
mRNA_D-herbacea_M_contig468.11310.1	nbisL1-mrna-4332	9.120128	7.592268	10.283572	12.783371	9.673158	9.696931
mRNA_D-herbacea_M_contig468.11309.1	nbisL1-mrna-4333	9.44051	8.387474	13.323907	5.859316	4.606994	7.885857
mRNA_D-herbacea_M_contig468.11308.1	nbisL1-mrna-4334	13.505031	18.291752	12.281247	9.52579	9.984642	8.343996
mRNA_D-herbacea_M_contig309.8337.1	nbisL1-mrna-4335	0.103662	0.171905	0.094776	0.319881	0	0.096473
mRNA_D-herbacea_M_contig309.8336.1	nbisL1-mrna-4336	217.731535	391.623081	288.646849	163.721258	207.723654	135.985584
mRNA_D-herbacea_M_contig309.8335.1	nbisL1-mrna-4337	33.357329	42.642019	33.763433	23.176944	25.08343	23.841636
mRNA_D-herbacea_M_contig309.8334.1	nbisL1-mrna-4338	0	0.149047	0.123255	0.069344	0	0
mRNA_D-herbacea_M_contig309.8333.1	nbisL1-mrna-4339	21.375544	21.096511	24.665466	22.696482	18.989149	19.619142
mRNA_D-herbacea_M_contig309.8332.1	nbisL1-mrna-4340	27.306452	37.242246	35.068226	21.881996	26.876764	21.805175
mRNA_D-herbacea_M_contig309.8331.1	nbisL1-mrna-4341	21.340226	27.742169	27.167425	6.885239	7.85183	7.525902
mRNA_D-herbacea_M_contig309.8330.1	nbisL1-mrna-4342	12.110964	14.523886	14.119103	21.099753	23.973281	20.509363
mRNA_D-herbacea_M_contig309.8329.1	nbisL1-mrna-4343	13.446069	19.199517	12.21215	12.665126	13.678663	11.923625
mRNA_D-herbacea_M_contig309.8328.1	nbisL1-mrna-4344	8.223505	13.336307	15.523946	11.974121	16.548433	16.538769
mRNA_D-herbacea_M_contig309.8327.1	nbisL1-mrna-4345	64.739999	72.596208	56.736844	71.258676	75.041912	68.935503
mRNA_D-herbacea_M_contig309.8326.1	nbisL1-mrna-4346	4.39235	7.962634	4.936603	5.768003	9.10746	4.49941
mRNA_D-herbacea_M_contig309.8325.1	nbisL1-mrna-4347	0.504391	0	0.308508	0	0	0
mRNA_D-herbacea_M_contig309.8324.1	nbisL1-mrna-4348	41.500966	46.401354	49.601265	72.617824	70.360665	71.903959
mRNA_D-herbacea_M_contig309.8323.1	nbisL1-mrna-4349	11.203443	13.721039	13.919594	13.414594	14.238933	14.886549
mRNA_D-herbacea_M_contig309.8322.1	nbisL1-mrna-4350	54.504998	69.051898	58.877484	44.05045	49.375389	42.425469
mRNA_D-herbacea_M_contig309.8321.1	nbisL1-mrna-4351	58.346255	65.960991	68.816595	39.864327	41.296613	37.600854
mRNA_D-herbacea_M_contig27.7379.1	nbisL1-mrna-4352	14.259478	19.014205	4.199532	10.040918	4.849659	8.770411
mRNA_D-herbacea_M_contig27.7377.1	nbisL1-mrna-4353	9.166367	6.697183	6.204187	6.3703	5.607069	4.52232
mRNA_D-herbacea_M_contig27.7376.1	nbisL1-mrna-4354	5.277187	8.084202	6.873066	5.432755	6.696189	5.622873
mRNA_D-herbacea_M_contig27.7378.1	nbisL1-mrna-4355	0	0	0	0	0	0
mRNA_D-herbacea_M_contig27.7375.1	nbisL1-mrna-4356	17.695444	25.942171	20.843569	13.303935	15.757259	10.522585
mRNA_D-herbacea_M_contig27.7374.1	nbisL1-mrna-4357	13.656069	15.560016	14.656128	12.69851	10.422058	10.027325
mRNA_D-herbacea_M_contig27.7373.1	nbisL1-mrna-4358	136.897357	135.347254	109.501843	217.471333	214.528814	209.456602
mRNA_D-herbacea_M_contig27.7372.1	nbisL1-mrna-4359	0.529149	0	0	7.380773	6.232685	3.24266
mRNA_D-herbacea_M_contig27.7371.1	nbisL1-mrna-4360	34.852747	46.392893	48.333784	24.133431	24.762892	24.001539
mRNA_D-herbacea_M_contig27.7370.1	nbisL1-mrna-4361	26.709067	41.4492	32.778576	27.942361	30.548704	25.727024
mRNA_D-herbacea_M_contig27.7369.1	nbisL1-mrna-4362	17.352649	18.374019	17.739685	15.762615	16.740819	17.141521
mRNA_D-herbacea_M_contig27.7368.1	nbisL1-mrna-4363	2.838561	4.266478	3.00968	2.947488	3.912569	3.244726
mRNA_D-herbacea_M_contig27.7367.1	nbisL1-mrna-4364	90.26448	99.692002	109.013	116.983642	116.484521	112.626668
mRNA_D-herbacea_M_contig27.7366.1	nbisL1-mrna-4365	12.813466	10.561328	15.61984	8.266473	8.030848	7.855229
mRNA_D-herbacea_M_contig27.7365.1	nbisL1-mrna-4366	11.539361	14.519402	18.426637	13.330853	16.601783	12.99087
mRNA_D-herbacea_M_contig27.7364.1	nbisL1-mrna-4367	5.515733	7.18439	7.055122	10.445464	11.943016	9.26755
mRNA_D-herbacea_M_contig27.7363.1	nbisL1-mrna-4368	9.997969	11.054334	6.815669	21.727331	29.178042	19.60894
mRNA_D-herbacea_M_contig27.7362.1	nbisL1-mrna-4369	18.65528	21.199076	20.754317	21.918435	19.66514	19.437455
mRNA_D-herbacea_M_contig27.7361.1	nbisL1-mrna-4370	18.714665	26.679909	25.95078	25.861222	22.24965	25.206223
mRNA_D-herbacea_M_contig27.7360.1	nbisL1-mrna-4371	0.588371	0.782585	0.646836	3.645212	3.592324	3.10068
mRNA_D-herbacea_M_contig27.7359.1	nbisL1-mrna-4372	1.934273	3.123627	0.645476	5.460034	4.600475	5.001423
mRNA_D-herbacea_M_contig27.7358.1	nbisL1-mrna-4373	2.426362	1.658125	3.769073	6.956543	6.674248	6.025212
mRNA_D-herbacea_M_contig27.7357.1	nbisL1-mrna-4374	22.488862	23.312289	25.867511	31.591939	37.18155	32.114435
mRNA_D-herbacea_M_contig27.7356.1	nbisL1-mrna-4375	3.908697	6.868658	7.170901	8.424266	8.111344	5.857671
mRNA_D-herbacea_M_contig27.7355.1	nbisL1-mrna-4376	8.387506	9.742434	8.930527	11.685497	11.126455	9.288675
mRNA_D-herbacea_M_contig27.7354.1	nbisL1-mrna-4377	16.474872	26.239304	13.162287	1.286359	4.548319	4.192986
mRNA_D-herbacea_M_contig27.7353.1	nbisL1-mrna-4378	8.850363	16.203938	16.276196	1.585984	0.946288	3.726745
mRNA_D-herbacea_M_contig27.7352.1	nbisL1-mrna-4379	6.636501	13.352769	12.141934	1.124933	1.375168	0
mRNA_D-herbacea_M_contig27.7351.1	nbisL1-mrna-4380	9.772143	15.443452	13.749909	10.966167	12.276876	10.073177
mRNA_D-herbacea_M_contig27.7350.1	nbisL1-mrna-4381	2.714675	6.401182	4.388869	2.591714	4.137123	3.290406
mRNA_D-herbacea_M_contig27.7349.1	nbisL1-mrna-4382	11.870462	13.132349	14.907808	19.576669	19.793409	17.840367
mRNA_D-herbacea_M_contig27.7348.1	nbisL1-mrna-4383	50.585385	48.223079	47.544094	28.137428	32.715984	27.239582
mRNA_D-herbacea_M_contig27.7347.1	nbisL1-mrna-4384	9.437349	16.131832	11.068657	6.362636	7.654587	6.301311
mRNA_D-herbacea_M_contig27.7346.1	nbisL1-mrna-4385	0	0	0	0	0	0
mRNA_D-herbacea_M_contig27.7345.1	nbisL1-mrna-4386	6.467418	14.558462	9.025645	13.13583	13.937026	13.693016
mRNA_D-herbacea_M_contig27.7344.1	nbisL1-mrna-4387	40.280102	63.813341	42.946597	37.123073	45.655426	37.889723
mRNA_D-herbacea_M_contig27.7343.1	nbisL1-mrna-4388	71.588485	77.194258	72.855562	60.471917	56.845904	52.916505
mRNA_D-herbacea_M_contig27.7342.1	nbisL1-mrna-4389	19.828482	21.803025	19.701265	14.979454	14.172223	12.503749
mRNA_D-herbacea_M_contig27.7341.1	nbisL1-mrna-4390	5.851823	12.22369	6.968349	7.822134	6.742982	5.320805
mRNA_D-herbacea_M_contig27.7340.1	nbisL1-mrna-4391	7.754072	13.056132	9.937388	4.869455	7.35499	4.939574
mRNA_D-herbacea_M_contig27.7339.1	nbisL1-mrna-4392	11.166852	13.581228	14.508983	8.381652	11.854363	9.027903
mRNA_D-herbacea_M_contig27.7338.1	nbisL1-mrna-4393	19.618802	25.114935	21.159988	15.022168	17.89382	15.03751
mRNA_D-herbacea_M_contig27.7337.1	nbisL1-mrna-4394	0	0	0	0	0	0
mRNA_D-herbacea_M_contig27.7336.1	nbisL1-mrna-4395	0	0.202428	0	0	0	0
mRNA_D-herbacea_M_contig27.7335.1	nbisL1-mrna-4396	0	0	0	0	0	0
mRNA_D-herbacea_M_contig27.7334.1	nbisL1-mrna-4397	512.438944	692.068133	616.669274	426.751511	481.389585	422.589486
mRNA_D-herbacea_M_contig27.7333.1	nbisL1-mrna-4398	21.565819	25.614603	28.649563	13.369297	15.937125	15.635147
mRNA_D-herbacea_M_contig27.7332.1	nbisL1-mrna-4399	27.148401	35.511219	32.213059	23.237702	27.192814	22.605703
mRNA_D-herbacea_M_contig27.7331.1	nbisL1-mrna-4400	7.866468	11.440143	11.053787	8.145914	10.274877	4.618851
mRNA_D-herbacea_M_contig27.7330.1	nbisL1-mrna-4401	4.97459	5.597809	7.428329	11.809885	8.886812	8.82466
mRNA_D-herbacea_M_contig27.7329.1	nbisL1-mrna-4402	127.959619	124.233436	141.962839	136.090384	134.92691	144.04782
mRNA_D-herbacea_M_contig27.7328.1	nbisL1-mrna-4403	13.26393	14.510167	14.738026	9.686285	9.873788	8.039736
mRNA_D-herbacea_M_contig27.7327.1	nbisL1-mrna-4404	6.169368	6.736202	6.499273	5.066088	4.150753	5.008772
mRNA_D-herbacea_M_contig27.7326.1	nbisL1-mrna-4405	13.614839	17.02848	15.655475	17.844462	17.078572	16.180683
mRNA_D-herbacea_M_contig27.7325.1	nbisL1-mrna-4406	6.334262	6.800178	8.875868	9.224963	8.892698	7.8015
mRNA_D-herbacea_M_contig27.7324.1	nbisL1-mrna-4407	24.338722	27.962874	28.573886	23.107857	22.27179	18.989756
mRNA_D-herbacea_M_contig27.7323.1	nbisL1-mrna-4408	9.259566	13.119081	10.791624	8.073368	11.868483	8.944658
mRNA_D-herbacea_M_contig27.7322.1	nbisL1-mrna-4409	0	0	0.633486	0	0	0.665101
mRNA_D-herbacea_M_contig27.7321.1	nbisL1-mrna-4410	4.337734	5.580086	7.105582	12.983697	12.610059	12.617437
mRNA_D-herbacea_M_contig27.7320.1	nbisL1-mrna-4411	10.392359	0	7.265043	0	0	1.312926
mRNA_D-herbacea_M_contig27.7319.1	nbisL1-mrna-4412	17.134725	18.143991	25.196867	28.92231	30.188517	27.347046
mRNA_D-herbacea_M_contig27.7318.1	nbisL1-mrna-4413	8.188962	17.41934	11.303407	1.409953	2.505509	1.318179
mRNA_D-herbacea_M_contig27.7317.1	nbisL1-mrna-4414	4.732572	16.186378	3.850899	8.576426	5.224485	7.168192
mRNA_D-herbacea_M_contig27.7316.1	nbisL1-mrna-4415	1.992238	7.675876	1.824817	2.034706	0	1.937721
mRNA_D-herbacea_M_contig27.7315.1	nbisL1-mrna-4416	209.873281	216.771791	198.273568	107.668985	94.600798	107.33089
mRNA_D-herbacea_M_contig27.7314.1	nbisL1-mrna-4417	28.264153	43.330504	33.290295	31.396867	28.625188	29.471286
mRNA_D-herbacea_M_contig27.7313.1	nbisL1-mrna-4418	48.852402	49.499567	50.510012	75.025864	78.083879	78.783139
mRNA_D-herbacea_M_contig27.7312.1	nbisL1-mrna-4419	7.042899	7.933546	10.357162	7.773847	10.216564	6.466233
mRNA_D-herbacea_M_contig27.7311.1	nbisL1-mrna-4420	1.507435	2.127725	1.256079	12.745658	18.420567	13.186122
mRNA_D-herbacea_M_contig27.7310.1	nbisL1-mrna-4421	117.429309	126.673938	137.073784	66.456053	71.880824	77.785234
mRNA_D-herbacea_M_contig27.7309.1	nbisL1-mrna-4422	99.64253	126.132427	97.667654	63.307343	63.039391	58.447686
mRNA_D-herbacea_M_contig27.7308.1	nbisL1-mrna-4423	40.966247	61.839472	42.249432	25.42606	28.822018	22.878915
mRNA_D-herbacea_M_contig27.7307.1	nbisL1-mrna-4424	7.50145	9.753651	9.715457	8.257788	8.248528	7.752225
mRNA_D-herbacea_M_contig27.7306.1	nbisL1-mrna-4425	38.887435	41.287935	47.878733	58.972831	51.923928	47.436693
mRNA_D-herbacea_M_contig27.7305.1	nbisL1-mrna-4426	10.280987	12.477084	8.958873	6.29894	8.20423	5.249678
mRNA_D-herbacea_M_contig27.7304.1	nbisL1-mrna-4427	2.062515	2.016315	1.930509	2.370383	3.107338	2.058869
mRNA_D-herbacea_M_contig27.7303.1	nbisL1-mrna-4428	0	0	0	0	0	0
mRNA_D-herbacea_M_contig27.7302.1	nbisL1-mrna-4429	4.92232	8.365782	2.664898	8.394365	2.815585	7.238319
mRNA_D-herbacea_M_contig27.7301.1	nbisL1-mrna-4430	4.103483	5.966797	4.93414	4.066577	2.807155	3.682832
mRNA_D-herbacea_M_contig27.7300.1	nbisL1-mrna-4431	0	0.171774	0	0	0	0
mRNA_D-herbacea_M_contig27.7299.1	nbisL1-mrna-4432	14.313176	18.222882	11.174253	5.20342	4.371094	3.498591
mRNA_D-herbacea_M_contig27.7298.1	nbisL1-mrna-4433	11.472842	9.544059	8.574296	2.22002	3.516847	2.773247
mRNA_D-herbacea_M_contig27.7297.1	nbisL1-mrna-4434	4.182059	7.176973	10.22767	0.951694	6.90034	0.902893
mRNA_D-herbacea_M_contig27.7296.1	nbisL1-mrna-4435	1.267334	2.810212	2.322631	1.047304	0.894572	0.716392
mRNA_D-herbacea_M_contig27.7295.1	nbisL1-mrna-4436	13.189513	24.42851	22.251056	9.677454	10.661674	9.496698
mRNA_D-herbacea_M_contig27.7294.1	nbisL1-mrna-4437	23.89264	26.608881	23.473941	8.580377	13.274855	10.859008
mRNA_D-herbacea_M_contig27.7293.1	nbisL1-mrna-4438	9.017985	11.490417	7.773775	10.888278	13.543494	12.687365
mRNA_D-herbacea_M_contig27.7292.1	nbisL1-mrna-4439	69.084413	64.661236	73.380754	70.085593	71.471643	62.608944
mRNA_D-herbacea_M_contig27.7291.1	nbisL1-mrna-4440	25.013237	30.060708	26.272716	19.968253	16.163112	17.352751
mRNA_D-herbacea_M_contig27.7290.1	nbisL1-mrna-4441	8.641897	12.455089	8.582879	4.587844	7.224302	5.175864
mRNA_D-herbacea_M_contig27.7289.1	nbisL1-mrna-4442	21.538505	34.280527	22.67888	8.058342	10.536353	9.665663
mRNA_D-herbacea_M_contig27.7288.1	nbisL1-mrna-4443	38.230207	42.476923	40.804217	39.006062	35.65894	37.203705
mRNA_D-herbacea_M_contig27.7287.1	nbisL1-mrna-4444	36.387487	38.28127	38.145564	33.838351	39.878868	29.325652
mRNA_D-herbacea_M_contig27.7286.1	nbisL1-mrna-4445	34.470694	33.739018	27.08243	27.502703	26.449879	25.14799
mRNA_D-herbacea_M_contig27.7285.1	nbisL1-mrna-4446	1.1797	2.088805	2.158856	6.075985	8.071114	5.621955
mRNA_D-herbacea_M_contig27.7284.1	nbisL1-mrna-4447	36.026794	38.076981	37.65966	39.726244	41.14866	41.880671
mRNA_D-herbacea_M_contig27.7283.1	nbisL1-mrna-4448	28.138672	37.139364	27.801401	52.897292	62.261619	59.318376
mRNA_D-herbacea_M_contig27.7282.1	nbisL1-mrna-4449	23.608239	32.672648	30.842554	28.073446	28.834767	20.664734
mRNA_D-herbacea_M_contig27.7281.1	nbisL1-mrna-4450	37.335307	45.816631	43.275515	24.429951	24.489802	22.907582
mRNA_D-herbacea_M_contig624.13543.1	nbisL1-mrna-4451	87.812519	129.757199	117.535133	62.829697	61.814003	58.870956
mRNA_D-herbacea_M_contig624.13544.1	nbisL1-mrna-4452	10.603137	7.84879	10.645898	9.303033	8.630272	4.337701
mRNA_D-herbacea_M_contig624.13545.1	nbisL1-mrna-4453	7.727365	14.062151	13.606523	18.220943	22.684163	20.749331
mRNA_D-herbacea_M_contig624.13546.1	nbisL1-mrna-4454	0	0	0.248389	0	0	0.255601
mRNA_D-herbacea_M_contig624.13547.1	nbisL1-mrna-4455	4.561158	10.534164	16.745067	18.509127	19.554473	19.390192
mRNA_D-herbacea_M_contig624.13548.1	nbisL1-mrna-4456	1.607276	4.708912	5.883212	5.45703	6.655804	7.305543
