tx	gene_id	Desmarestia_herbacea_female_SxS46_RNAseq_DesmaF1_rep1	Desmarestia_herbacea_female_SxS46_RNAseq_DesmaF3_rep3	Desmarestia_herbacea_female_SxS46_RNAseq_DesmaF4_rep4	Desmarestia_herbacea_male_SxS47_RNAseq_DesmaM2_rep2	Desmarestia_herbacea_male_SxS47_RNAseq_DesmaM3_rep3	Desmarestia_herbacea_male_SxS47_RNAseq_DesmaM4_rep4
mRNA_D-herbacea_M_contig22.5870.1	nbisL1-mrna-486	11.182538	11.998008	12.933326	15.693929	17.377205	18.868009
mRNA_D-herbacea_M_contig22.5869.1	nbisL1-mrna-487	50.384312	55.746413	48.899401	20.079404	19.980408	18.790227
mRNA_D-herbacea_M_contig22.5868.1	nbisL1-mrna-488	39.037923	38.551007	36.768296	25.349545	15.897579	21.164402
mRNA_D-herbacea_M_contig22.5867.1	nbisL1-mrna-489	20.644906	29.619845	26.196582	14.136999	14.979766	12.997134
mRNA_D-herbacea_M_contig22.5866.1	nbisL1-mrna-490	7.085943	10.650787	10.337913	7.340286	3.993327	4.76326
mRNA_D-herbacea_M_contig22.5865.1	nbisL1-mrna-491	15.23818	14.559026	15.767684	8.664668	7.939146	7.221645
mRNA_D-herbacea_M_contig22.5864.1	nbisL1-mrna-492	28.059502	47.899633	34.919986	34.660993	40.862172	33.631059
mRNA_D-herbacea_M_contig22.5863.1	nbisL1-mrna-493	0.747802	2.486905	0	1.542041	0.918353	1.447467
mRNA_D-herbacea_M_contig22.5862.1	nbisL1-mrna-494	0	0	0	0	0.204947	0
mRNA_D-herbacea_M_contig22.5861.1	nbisL1-mrna-495	1.768447	0.976886	0.811463	9.070779	13.111458	9.442021
mRNA_D-herbacea_M_contig22.5860.1	nbisL1-mrna-496	1.670188	2.672149	1.019522	17.419302	18.639209	17.759192
mRNA_D-herbacea_M_contig22.5859.1	nbisL1-mrna-497	4.276982	7.484208	9.279174	19.75299	26.401554	20.32374
mRNA_D-herbacea_M_contig22.5858.1	nbisL1-mrna-498	23.419523	25.611388	27.784661	15.326426	13.322248	12.83836
mRNA_D-herbacea_M_contig22.5857.1	nbisL1-mrna-499	0.434943	0	0.265845	0.299759	1.369988	0.821434
mRNA_D-herbacea_M_contig22.5856.1	nbisL1-mrna-500	0.335305	0	0	0	0	0
mRNA_D-herbacea_M_contig22.5855.1	nbisL1-mrna-501	354.834797	604.277591	462.179152	724.695226	688.944008	486.240663
mRNA_D-herbacea_M_contig22.5854.1	nbisL1-mrna-502	0	0	0	0	0	0
mRNA_D-herbacea_M_contig22.5853.1	nbisL1-mrna-503	1.71539	2.213869	0.871722	6.377443	6.614307	6.491406
mRNA_D-herbacea_M_contig22.5852.1	nbisL1-mrna-504	0	0	0.854097	0	0.273597	0
mRNA_D-herbacea_M_contig22.5851.1	nbisL1-mrna-505	10.887614	13.125179	10.117353	13.639558	14.177205	12.253987
mRNA_D-herbacea_M_contig22.5850.1	nbisL1-mrna-506	5.95804	7.824918	6.478965	8.977145	12.46994	10.395571
mRNA_D-herbacea_M_contig22.5849.1	nbisL1-mrna-507	25.63034	38.216634	26.423758	16.733246	22.190398	20.015997
mRNA_D-herbacea_M_contig22.5848.1	nbisL1-mrna-508	38.554775	82.322645	52.462802	33.889212	43.789555	30.249814
mRNA_D-herbacea_M_contig22.5847.1	nbisL1-mrna-509	41.060131	46.455652	45.606615	29.527631	35.225685	32.756482
mRNA_D-herbacea_M_contig22.5846.1	nbisL1-mrna-510	0	0.725575	1.202887	0.675643	0	0
mRNA_D-herbacea_M_contig22.5845.1	nbisL1-mrna-511	15.290171	24.009344	19.049949	17.593429	18.919165	15.38751
mRNA_D-herbacea_M_contig22.5844.1	nbisL1-mrna-512	27.006212	26.590749	24.708349	13.553994	16.447324	14.645354
mRNA_D-herbacea_M_contig22.5843.1	nbisL1-mrna-513	166.035014	171.941501	160.998421	159.584728	166.653549	145.55875
mRNA_D-herbacea_M_contig22.5842.1	nbisL1-mrna-514	99.394057	100.910355	119.823446	154.905253	161.516129	140.032543
mRNA_D-herbacea_M_contig22.5841.1	nbisL1-mrna-515	106.8606	105.751526	160.233709	74.265538	70.618085	67.992897
mRNA_D-herbacea_M_contig22.5840.1	nbisL1-mrna-516	37.704591	38.506256	37.216424	35.4635	34.497769	32.97863
mRNA_D-herbacea_M_contig22.5839.1	nbisL1-mrna-517	7.012234	8.31958	5.19661	19.10856	24.52008	23.782601
mRNA_D-herbacea_M_contig22.5838.1	nbisL1-mrna-518	25.343754	28.852697	24.871472	26.045431	26.461705	21.729989
mRNA_D-herbacea_M_contig22.5837.1	nbisL1-mrna-519	33.701048	36.711641	30.450415	48.049873	45.741815	50.145925
mRNA_D-herbacea_M_contig22.5836.1	nbisL1-mrna-520	22.215057	24.367253	25.805537	22.226308	30.365451	21.759334
mRNA_D-herbacea_M_contig22.5835.1	nbisL1-mrna-521	20.443264	30.064462	20.341382	34.442738	37.640474	32.699187
mRNA_D-herbacea_M_contig22.5833.1	nbisL1-mrna-522	39.315816	38.416767	49.896537	54.374883	54.885969	50.103948
mRNA_D-herbacea_M_contig22.5834.1	nbisL1-mrna-523	0	0	0	0	0	0
mRNA_D-herbacea_M_contig22.5832.1	nbisL1-mrna-524	6.599876	6.818004	7.275808	10.400603	10.900569	9.464998
mRNA_D-herbacea_M_contig22.5831.1	nbisL1-mrna-525	103.838387	136.029759	113.74864	195.159267	176.920878	158.963483
mRNA_D-herbacea_M_contig22.5830.1	nbisL1-mrna-526	0	0	0	0.433017	0	0
mRNA_D-herbacea_M_contig22.5829.1	nbisL1-mrna-527	0.058136	0	0.10638	0	0	0
mRNA_D-herbacea_M_contig22.5828.1	nbisL1-mrna-528	0	0	0	0.108491	0	0.098367
mRNA_D-herbacea_M_contig22.5827.1	nbisL1-mrna-529	12.408498	14.517184	10.779008	9.289596	10.719358	8.568558
mRNA_D-herbacea_M_contig373.9599.1	nbisL1-mrna-530	157.595997	185.362169	125.821712	365.745036	379.942735	328.893529
mRNA_D-herbacea_M_contig373.9598.1	nbisL1-mrna-531	105.781409	110.149144	98.305146	72.34367	68.359274	63.403386
mRNA_D-herbacea_M_contig373.9597.1	nbisL1-mrna-532	60.404859	54.860112	38.186494	203.792276	251.033298	208.586351
mRNA_D-herbacea_M_contig373.9596.1	nbisL1-mrna-533	0	1.132036	0.467811	0	0.300351	0
mRNA_D-herbacea_M_contig373.9595.1	nbisL1-mrna-534	28.68961	34.068279	25.969373	17.578726	17.439061	14.897643
mRNA_D-herbacea_M_contig373.9594.1	nbisL1-mrna-535	62.55699	77.158715	56.045323	41.736734	42.078017	34.498983
mRNA_D-herbacea_M_contig373.9593.1	nbisL1-mrna-536	8.841671	11.217847	9.276111	4.015235	3.806846	4.52712
mRNA_D-herbacea_M_contig373.9592.1	nbisL1-mrna-537	20.912749	27.776174	26.182369	8.292865	9.31005	8.552228
mRNA_D-herbacea_M_contig373.9591.1	nbisL1-mrna-538	10.476626	12.578144	13.910431	13.079226	13.902602	10.497231
mRNA_D-herbacea_M_contig373.9590.1	nbisL1-mrna-539	3.617946	9.212948	5.894946	5.53835	10.736797	9.856031
mRNA_D-herbacea_M_contig373.9589.1	nbisL1-mrna-540	73.184936	80.5649	90.722176	45.517253	47.238298	40.516338
mRNA_D-herbacea_M_contig373.9588.1	nbisL1-mrna-541	12.194385	9.350826	9.164712	23.093424	5.38042	15.49069
mRNA_D-herbacea_M_contig373.9587.1	nbisL1-mrna-542	5.206902	8.841751	6.991605	9.486201	5.466026	12.041276
mRNA_D-herbacea_M_contig373.9586.1	nbisL1-mrna-543	27.093765	31.166143	26.273394	13.374448	13.723046	10.577834
mRNA_D-herbacea_M_contig373.9585.1	nbisL1-mrna-544	59.393315	73.893667	51.385474	136.19476	151.949021	141.048723
mRNA_D-herbacea_M_contig509.12062.1	nbisL1-mrna-545	16.628754	25.355185	23.529994	21.837884	21.396909	18.690858
mRNA_D-herbacea_M_contig509.12063.1	nbisL1-mrna-546	1.933956	1.655391	1.123909	2.390238	2.540818	2.014742
mRNA_D-herbacea_M_contig509.12064.1	nbisL1-mrna-547	67.43699	90.898607	72.482235	117.261148	125.396196	106.272976
mRNA_D-herbacea_M_contig509.12065.1	nbisL1-mrna-548	16.483887	21.03282	17.908366	12.757704	13.73517	13.389006
mRNA_D-herbacea_M_contig509.12066.1	nbisL1-mrna-549	8.389955	9.190686	5.909258	0	0.86131	0.345977
mRNA_D-herbacea_M_contig226.6089.1	nbisL1-mrna-550	11.800466	16.431444	14.70337	28.80551	30.616287	30.671705
mRNA_D-herbacea_M_contig226.6088.1	nbisL1-mrna-551	0.364893	0	0	1.133212	0	0.346253
mRNA_D-herbacea_M_contig226.6087.1	nbisL1-mrna-552	2.26197	3.629718	2.511805	3.101021	4.159327	2.274126
mRNA_D-herbacea_M_contig226.6086.1	nbisL1-mrna-553	95.621163	131.905833	107.879959	95.987545	115.603706	83.103031
mRNA_D-herbacea_M_contig226.6085.1	nbisL1-mrna-554	3.340004	6.308375	5.894013	4.344045	4.944795	3.262009
mRNA_D-herbacea_M_contig226.6084.1	nbisL1-mrna-555	0.142205	0.157204	0.130008	0.097506	0	0
mRNA_D-herbacea_M_contig226.6083.1	nbisL1-mrna-556	0.446277	0.703864	0.649292	0.532307	0.859629	0.411772
mRNA_D-herbacea_M_contig226.6082.1	nbisL1-mrna-557	6.577407	7.842604	6.025961	5.050882	5.210555	3.798277
mRNA_D-herbacea_M_contig226.6081.1	nbisL1-mrna-558	0	0	0	0	0	0
mRNA_D-herbacea_M_contig226.6080.1	nbisL1-mrna-559	0	0	0	0.128779	0.145057	0
mRNA_D-herbacea_M_contig226.6079.1	nbisL1-mrna-560	76.104984	91.177684	77.796342	135.536829	139.0125	133.450054
mRNA_D-herbacea_M_contig226.6078.1	nbisL1-mrna-561	9.122937	14.584626	10.779627	8.377454	10.628539	8.517442
mRNA_D-herbacea_M_contig226.6077.1	nbisL1-mrna-562	3.939155	10.282839	6.252762	4.446007	7.183884	4.634198
mRNA_D-herbacea_M_contig226.6076.1	nbisL1-mrna-563	7.430794	5.384102	3.893632	7.840621	7.175306	5.159541
mRNA_D-herbacea_M_contig226.6075.1	nbisL1-mrna-564	2.701461	6.327242	3.02752	3.414023	7.453661	4.254308
mRNA_D-herbacea_M_contig226.6074.1	nbisL1-mrna-565	1.767408	3.719035	4.530797	3.098657	4.536867	2.98316
mRNA_D-herbacea_M_contig226.6073.1	nbisL1-mrna-566	1.993198	2.768821	5.041871	2.06525	3.007464	1.43098
mRNA_D-herbacea_M_contig226.6072.1	nbisL1-mrna-567	1.764477	1.304942	1.88741	1.520182	3.822637	1.944384
mRNA_D-herbacea_M_contig226.6071.1	nbisL1-mrna-568	0.804627	1.781932	1.478943	4.968655	2.973626	0
mRNA_D-herbacea_M_contig226.6070.1	nbisL1-mrna-569	0.33977	1.004158	0.82999	0.701545	1.062829	0.426097
mRNA_D-herbacea_M_contig226.6069.1	nbisL1-mrna-570	0.535759	0	0.980535	0	0	0
mRNA_D-herbacea_M_contig226.6068.1	nbisL1-mrna-571	0.42898	0.953277	0.788318	0.888838	1.543079	1.226574
mRNA_D-herbacea_M_contig226.6066.1	nbisL1-mrna-572	5.878913	14.02769	11.395353	5.2808	10.401537	6.587664
mRNA_D-herbacea_M_contig226.6067.1	nbisL1-mrna-573	0.792724	0	0	0	0	0.768138
mRNA_D-herbacea_M_contig204.5305.1	nbisL1-mrna-574	22.754234	52.205959	46.441909	26.845452	23.916734	13.897892
mRNA_D-herbacea_M_contig204.5306.1	nbisL1-mrna-575	22.180002	33.889175	32.80151	19.937641	23.363665	18.170647
mRNA_D-herbacea_M_contig204.5307.1	nbisL1-mrna-576	34.541874	54.200732	43.906442	39.190049	28.871625	23.131946
mRNA_D-herbacea_M_contig204.5308.1	nbisL1-mrna-577	70.719284	85.026443	94.45824	76.665404	79.630004	61.210861
mRNA_D-herbacea_M_contig204.5309.1	nbisL1-mrna-578	4.484697	6.64517	2.750112	24.266687	26.46568	28.142605
mRNA_D-herbacea_M_contig204.5310.1	nbisL1-mrna-579	7.209974	13.082222	7.448472	45.778305	38.283306	23.972778
mRNA_D-herbacea_M_contig204.5311.1	nbisL1-mrna-580	0.939887	0.522245	0	4.382509	1.131537	0
mRNA_D-herbacea_M_contig204.5312.1	nbisL1-mrna-581	57.122796	61.469665	61.906525	155.577468	133.800937	118.271685
mRNA_D-herbacea_M_contig204.5313.1	nbisL1-mrna-582	78.46536	96.794019	75.564658	33.076451	42.488845	32.31108
mRNA_D-herbacea_M_contig204.5314.1	nbisL1-mrna-583	178.292747	155.280197	139.006252	69.600955	70.015289	68.106092
mRNA_D-herbacea_M_contig204.5315.1	nbisL1-mrna-584	1.835325	2.946201	2.620384	2.947997	3.993929	2.994656
mRNA_D-herbacea_M_contig204.5316.1	nbisL1-mrna-585	17.523758	14.629145	15.635897	8.693378	12.281576	10.917378
mRNA_D-herbacea_M_contig204.5317.1	nbisL1-mrna-586	32.534117	35.381755	27.883215	13.287668	22.106142	16.310043
mRNA_D-herbacea_M_contig204.5318.1	nbisL1-mrna-587	215.315792	251.204072	233.496254	146.930283	138.794062	121.530113
mRNA_D-herbacea_M_contig204.5319.1	nbisL1-mrna-588	0.083055	0.137712	0.075927	0.042706	0	0.077248
mRNA_D-herbacea_M_contig204.5320.1	nbisL1-mrna-589	0.260198	0.313791	0.562264	0.048657	0	0.088032
mRNA_D-herbacea_M_contig204.5321.1	nbisL1-mrna-590	0.786543	1.162864	1.44164	0	0	0
mRNA_D-herbacea_M_contig204.5322.1	nbisL1-mrna-591	1.001416	0.604987	3.000748	0.375593	0	0.170789
mRNA_D-herbacea_M_contig204.5323.1	nbisL1-mrna-592	11.270359	11.37161	11.805215	13.731971	12.35124	10.541528
mRNA_D-herbacea_M_contig204.5324.1	nbisL1-mrna-593	87.217771	139.497645	110.161768	107.6962	131.099429	107.096722
mRNA_D-herbacea_M_contig204.5325.1	nbisL1-mrna-594	72.644401	80.171632	72.423806	38.425253	39.53768	39.779461
mRNA_D-herbacea_M_contig204.5326.1	nbisL1-mrna-595	13.421434	24.073683	16.661527	21.417996	22.845835	19.14367
mRNA_D-herbacea_M_contig204.5327.1	nbisL1-mrna-596	3.131031	4.712336	3.848945	10.609134	10.968255	9.256361
mRNA_D-herbacea_M_contig204.5328.1	nbisL1-mrna-597	2.242573	3.225785	2.256879	3.348971	3.898108	2.304127
mRNA_D-herbacea_M_contig204.5329.1	nbisL1-mrna-598	55.422244	52.65065	50.845442	59.496911	60.406292	59.291694
mRNA_D-herbacea_M_contig204.5330.1	nbisL1-mrna-599	0.228794	0.224383	0.371127	0.260955	0.292101	0.377754
mRNA_D-herbacea_M_contig204.5331.1	nbisL1-mrna-600	6325.787002	5584.219394	6651.259672	4940.764712	5016.531456	6133.837384
mRNA_D-herbacea_M_contig204.5332.1	nbisL1-mrna-601	24.797888	32.579892	34.937215	31.20353	30.965481	33.719083
mRNA_D-herbacea_M_contig204.5333.1	nbisL1-mrna-602	23.747452	29.632934	22.531876	24.646857	23.882314	21.731391
mRNA_D-herbacea_M_contig204.5334.1	nbisL1-mrna-603	90.171336	92.85537	95.389124	93.777782	95.080756	97.142932
mRNA_D-herbacea_M_contig204.5335.1	nbisL1-mrna-604	2.131621	6.297669	4.090248	1.885332	2.375394	1.144015
mRNA_D-herbacea_M_contig204.5336.1	nbisL1-mrna-605	3.42774	5.982528	4.584399	1.630019	2.908782	1.726026
mRNA_D-herbacea_M_contig204.5337.1	nbisL1-mrna-606	5.789111	9.966713	7.988367	3.281627	5.038701	3.552494
mRNA_D-herbacea_M_contig204.5338.1	nbisL1-mrna-607	13.62057	14.596719	12.598488	8.064127	4.212431	8.001061
mRNA_D-herbacea_M_contig204.5339.1	nbisL1-mrna-608	0	0	0	0	0	0
mRNA_D-herbacea_M_contig204.5340.1	nbisL1-mrna-609	10.421084	17.757739	11.643282	12.923796	10.086674	7.905181
mRNA_D-herbacea_M_contig204.5341.1	nbisL1-mrna-610	5.928748	11.59347	5.497159	6.349531	7.886786	3.749238
mRNA_D-herbacea_M_contig204.5342.1	nbisL1-mrna-611	4.572602	14.13413	7.302613	3.294445	3.801568	4.916035
mRNA_D-herbacea_M_contig204.5343.1	nbisL1-mrna-612	6.130438	7.16502	10.096483	4.670805	5.515896	1.867048
mRNA_D-herbacea_M_contig204.5344.1	nbisL1-mrna-613	37.27319	38.476559	44.72937	43.295438	40.130432	40.730381
mRNA_D-herbacea_M_contig204.5345.1	nbisL1-mrna-614	24.480707	35.360964	25.705892	43.150949	39.326914	44.427502
mRNA_D-herbacea_M_contig204.5346.1	nbisL1-mrna-615	0.077085	0	0	0	0	0.035841
mRNA_D-herbacea_M_contig204.5347.1	nbisL1-mrna-616	7.546223	10.32896	9.011324	10.296476	11.171302	8.646996
mRNA_D-herbacea_M_contig204.5348.1	nbisL1-mrna-617	10.933722	12.630946	10.551024	11.633614	11.301295	9.507643
mRNA_D-herbacea_M_contig204.5349.1	nbisL1-mrna-618	84.853305	93.475579	94.908382	66.445058	63.745695	67.958215
mRNA_D-herbacea_M_contig204.5350.1	nbisL1-mrna-619	0.277756	0.112547	0.651528	0.314138	0.58606	0.473691
mRNA_D-herbacea_M_contig204.5351.1	nbisL1-mrna-620	3.339722	14.65722	5.091404	6.791334	4.152958	4.340068
mRNA_D-herbacea_M_contig204.5352.1	nbisL1-mrna-621	28.579445	38.318418	23.755051	13.396257	14.54776	9.20726
mRNA_D-herbacea_M_contig204.5353.1	nbisL1-mrna-622	11.76923	22.561566	14.638383	6.460052	6.16079	6.728666
mRNA_D-herbacea_M_contig204.5354.1	nbisL1-mrna-623	0.088215	0	0.322742	0.181614	0	0.411388
mRNA_D-herbacea_M_contig204.5355.1	nbisL1-mrna-624	10.615051	9.170161	12.011987	20.683469	17.826822	17.550419
mRNA_D-herbacea_M_contig265.7139.1	nbisL1-mrna-625	24.733341	27.709373	35.519996	78.75499	75.352995	70.333821
mRNA_D-herbacea_M_contig265.7140.1	nbisL1-mrna-626	7.309076	6.513231	11.096634	17.597992	17.603175	14.479626
mRNA_D-herbacea_M_contig265.7141.1	nbisL1-mrna-627	103.657594	102.402897	90.695079	162.432838	143.282891	138.182513
mRNA_D-herbacea_M_contig265.7142.1	nbisL1-mrna-628	15.255184	17.654141	15.88607	19.909545	21.389859	18.481402
mRNA_D-herbacea_M_contig265.7143.1	nbisL1-mrna-629	3.446648	4.485982	1.298264	12.734335	13.376561	13.909778
mRNA_D-herbacea_M_contig265.7144.1	nbisL1-mrna-630	10.758409	17.552999	13.483182	8.057832	11.150826	9.070566
mRNA_D-herbacea_M_contig265.7145.1	nbisL1-mrna-631	17.573339	25.698019	21.317684	11.565308	10.101881	13.027207
mRNA_D-herbacea_M_contig265.7146.1	nbisL1-mrna-632	28.966585	50.78506	25.881498	20.702727	13.876922	24.957377
mRNA_D-herbacea_M_contig265.7147.1	nbisL1-mrna-633	87.82217	113.391947	111.020872	75.651477	79.949344	73.064601
mRNA_D-herbacea_M_contig265.7148.1	nbisL1-mrna-634	2.440958	1.251237	2.055858	1.932373	0.44495	0
mRNA_D-herbacea_M_contig265.7149.1	nbisL1-mrna-635	120.856295	115.877516	122.788184	77.757745	70.442349	63.090526
mRNA_D-herbacea_M_contig265.7150.1	nbisL1-mrna-636	10.329544	14.723524	8.80599	10.645016	11.513964	11.916249
mRNA_D-herbacea_M_contig265.7151.1	nbisL1-mrna-637	2.774132	3.124848	4.152613	4.258653	3.969833	2.824799
mRNA_D-herbacea_M_contig265.7152.1	nbisL1-mrna-638	2.357807	3.154812	2.809214	2.823475	4.319678	3.687013
mRNA_D-herbacea_M_contig265.7153.1	nbisL1-mrna-639	0	5.03486	0	0	6.432914	0
mRNA_D-herbacea_M_contig265.7154.1	nbisL1-mrna-640	68.202583	102.367362	69.454588	79.273071	82.061454	76.63407
mRNA_D-herbacea_M_contig265.7155.1	nbisL1-mrna-641	20.448121	32.79598	22.320248	24.175996	28.482998	26.483
mRNA_D-herbacea_M_contig265.7156.1	nbisL1-mrna-642	29.812823	40.162092	36.598699	30.533941	32.70528	30.437019
mRNA_D-herbacea_M_contig265.7157.1	nbisL1-mrna-643	18.3416	20.390451	16.8577	24.005163	21.965177	20.665156
mRNA_D-herbacea_M_contig265.7158.1	nbisL1-mrna-644	93.437798	110.664758	155.700278	90.343507	83.332049	85.38373
mRNA_D-herbacea_M_contig265.7159.1	nbisL1-mrna-645	6.544356	7.981927	3.781979	7.193614	7.221665	5.910443
mRNA_D-herbacea_M_contig265.7160.1	nbisL1-mrna-646	16.471681	18.567708	14.873531	46.832392	52.119089	49.738475
mRNA_D-herbacea_M_contig265.7161.1	nbisL1-mrna-647	40.375835	43.613468	56.388745	50.410516	44.875301	55.361014
mRNA_D-herbacea_M_contig265.7162.1	nbisL1-mrna-648	4.646386	6.641388	5.765539	3.146832	3.389713	3.539599
mRNA_D-herbacea_M_contig265.7163.1	nbisL1-mrna-649	6.495416	8.849463	7.185803	6.179047	6.140783	7.881691
mRNA_D-herbacea_M_contig265.7164.1	nbisL1-mrna-650	11.907119	16.146	14.097327	11.919546	12.811656	10.949184
mRNA_D-herbacea_M_contig265.7165.1	nbisL1-mrna-651	15.384229	21.073849	21.402959	17.542736	17.321983	14.936213
mRNA_D-herbacea_M_contig265.7166.1	nbisL1-mrna-652	40.174622	42.332127	47.209156	32.146809	27.827359	28.199701
mRNA_D-herbacea_M_contig556.12709.1	nbisL1-mrna-653	6363.795624	6445.755804	6056.160293	9370.78742	10491.495591	11156.383033
mRNA_D-herbacea_M_contig556.12708.1	nbisL1-mrna-654	15.459331	19.933312	20.13361	9.672024	9.602836	8.88275
mRNA_D-herbacea_M_contig556.12707.1	nbisL1-mrna-655	17.307462	20.443818	19.133681	22.743742	19.608432	19.977275
mRNA_D-herbacea_M_contig556.12706.1	nbisL1-mrna-656	108.558375	122.376531	119.068251	73.48525	72.635346	72.655075
mRNA_D-herbacea_M_contig556.12705.1	nbisL1-mrna-657	3.642867	4.913212	5.553692	7.136204	8.6806	8.06601
mRNA_D-herbacea_M_contig556.12704.1	nbisL1-mrna-658	0.515692	0.407354	0.741085	1.061367	0.935268	0.82382
mRNA_D-herbacea_M_contig556.12703.1	nbisL1-mrna-659	43.421884	40.114819	50.701886	39.094615	38.675452	41.539873
mRNA_D-herbacea_M_contig556.12702.1	nbisL1-mrna-660	325.119065	269.649291	367.118306	438.232849	422.12735	525.275443
mRNA_D-herbacea_M_contig556.12701.1	nbisL1-mrna-661	167.553672	174.824889	195.80965	132.029537	137.522464	138.319381
mRNA_D-herbacea_M_contig556.12700.1	nbisL1-mrna-662	0	0	0	0	0	0
mRNA_D-herbacea_M_contig16.3260.1	nbisL1-mrna-663	39.190355	47.934637	42.712114	27.332294	28.452328	26.799637
mRNA_D-herbacea_M_contig16.3261.1	nbisL1-mrna-664	0	0	0	0	0	0
mRNA_D-herbacea_M_contig16.3262.1	nbisL1-mrna-665	54.849325	55.117124	62.671783	57.219531	50.679334	58.221232
mRNA_D-herbacea_M_contig16.3263.1	nbisL1-mrna-666	56.642198	61.035231	67.344398	62.378592	56.356321	51.071595
mRNA_D-herbacea_M_contig16.3264.1	nbisL1-mrna-667	39.418752	43.25186	36.03853	39.382488	34.413729	37.866704
mRNA_D-herbacea_M_contig16.3265.1	nbisL1-mrna-668	51.427647	51.303516	44.845311	53.18736	52.098081	49.944931
mRNA_D-herbacea_M_contig16.3266.1	nbisL1-mrna-669	2.008939	2.512214	2.337358	0.542561	1.026888	0.679403
mRNA_D-herbacea_M_contig16.3267.1	nbisL1-mrna-670	21.037397	22.703028	23.618483	18.129832	15.685421	16.519199
mRNA_D-herbacea_M_contig16.3268.1	nbisL1-mrna-671	409.251528	464.318274	521.123622	1410.748116	1371.07968	1262.562729
mRNA_D-herbacea_M_contig16.3269.1	nbisL1-mrna-672	50.739878	46.688308	61.580785	37.782623	32.868949	37.599926
mRNA_D-herbacea_M_contig16.3270.1	nbisL1-mrna-673	64.779542	71.201714	75.325967	52.450262	46.006641	47.595583
mRNA_D-herbacea_M_contig16.3271.1	nbisL1-mrna-674	5.518668	7.218693	5.231031	3.185381	4.191501	3.761486
mRNA_D-herbacea_M_contig16.3272.1	nbisL1-mrna-675	17.712513	16.735999	18.308746	27.544044	25.056846	30.024424
mRNA_D-herbacea_M_contig16.3273.1	nbisL1-mrna-676	37.753462	44.569345	38.497775	32.931387	31.96784	29.699481
mRNA_D-herbacea_M_contig16.3274.1	nbisL1-mrna-677	90.613053	86.593691	89.479317	127.477679	115.313029	123.552973
mRNA_D-herbacea_M_contig16.3275.1	nbisL1-mrna-678	5.566789	6.450127	7.468375	8.03117	6.670317	7.232362
mRNA_D-herbacea_M_contig16.3276.1	nbisL1-mrna-679	155.42019	158.450903	157.574036	446.981251	446.440614	441.481042
mRNA_D-herbacea_M_contig16.3277.1	nbisL1-mrna-680	1.959252	3.110223	1.545452	5.218124	4.755054	1.613118
mRNA_D-herbacea_M_contig16.3278.1	nbisL1-mrna-681	30.993794	33.530902	35.435105	15.659998	15.52708	16.620335
mRNA_D-herbacea_M_contig16.3279.1	nbisL1-mrna-682	41.365297	54.841969	51.04856	29.663544	30.401578	26.661363
mRNA_D-herbacea_M_contig16.3280.1	nbisL1-mrna-683	23.617499	30.712848	30.222517	19.048662	18.339416	18.687513
mRNA_D-herbacea_M_contig16.3281.1	nbisL1-mrna-684	252.488755	247.902329	207.235436	292.759593	267.090522	314.245467
mRNA_D-herbacea_M_contig16.3282.1	nbisL1-mrna-685	63.404429	58.754065	63.436444	57.615672	50.61596	54.168297
mRNA_D-herbacea_M_contig16.3283.1	nbisL1-mrna-686	84.102972	89.531622	92.669872	121.889141	127.515368	127.876016
mRNA_D-herbacea_M_contig16.3284.1	nbisL1-mrna-687	0.015071	0	0	0.061887	0.069153	0.08392
mRNA_D-herbacea_M_contig16.3285.1	nbisL1-mrna-688	58.692643	68.987813	67.173998	26.983406	28.339405	26.320928
mRNA_D-herbacea_M_contig16.3286.1	nbisL1-mrna-689	20.341726	26.021951	19.052431	22.618276	26.610706	23.001937
mRNA_D-herbacea_M_contig16.3287.1	nbisL1-mrna-690	7.31214	10.834501	6.478965	8.977145	7.219439	7.796678
mRNA_D-herbacea_M_contig16.3288.1	nbisL1-mrna-691	76.617285	92.426851	73.293801	24.110598	23.486472	22.921358
mRNA_D-herbacea_M_contig16.3289.1	nbisL1-mrna-692	38.960298	34.99935	42.149986	32.508139	32.146128	31.538198
mRNA_D-herbacea_M_contig16.3290.1	nbisL1-mrna-693	2.709331	3.704622	1.531543	0.431782	0.499166	0
mRNA_D-herbacea_M_contig16.3291.1	nbisL1-mrna-694	2.217054	1.230934	1.356624	1.147624	0.440272	0.350751
mRNA_D-herbacea_M_contig16.3292.1	nbisL1-mrna-695	11.752664	19.216316	15.231547	12.463053	10.422934	3.358646
