gene_id	gene_name	Undaria_pinnatifida_female_PHAEO216_RNAseq__rep1	Undaria_pinnatifida_female_PHAEO216_RNAseq__rep2	Undaria_pinnatifida_female_PHAEO216_RNAseq__rep3	Undaria_pinnatifida_male_PHAEO216_RNAseq__rep1	Undaria_pinnatifida_male_PHAEO216_RNAseq__rep2	Undaria_pinnatifida_male_PHAEO216_RNAseq__rep3
XLOC_006892	XLOC_006892	49.403153	53.726214	52.490139	275.552961	277.73854	266.391386
XLOC_006893	XLOC_006893	0.1153	0	0	0	0.130771	0.146635
XLOC_006894	XLOC_006894	0.139927	0.303955	0.319551	0.319148	1.265549	0.711678
XLOC_006895	XLOC_006895	19.054765	33.258786	28.054352	27.54561	33.832962	35.035644
XLOC_006897	XLOC_006897	105.426429	122.335347	113.513902	46.621302	48.80477	51.397638
XLOC_006898	XLOC_006898	0	0.3092	0	4.112647	3.66056	4.240601
XLOC_006899	XLOC_006899	0.135599	0	0.153288	0.309056	0.153818	0.172423
XLOC_006900	XLOC_006900	0	0	0	0	0	0.577675
XLOC_006901	XLOC_006901	0	0	0	0.328892	0.342621	0.366987
XLOC_006902	XLOC_006902	2.135966	9.389057	4.377354	10.220472	11.503371	7.360276
XLOC_006903	XLOC_006903	0	0	0	0.158464	0.143242	0.485311
XLOC_006904	XLOC_006904	0	0	0.288087	0	0.289048	0.162026
XLOC_006905	XLOC_006905	0	0.048434	0.050444	0.050858	0.151663	0
XLOC_006906	XLOC_006906	0	0	0	0.144886	0.144201	0.162474
XLOC_006907	XLOC_006907	0	0	0	0.143924	0	0
XLOC_006908	XLOC_006908	0	0	0	0	0	0.32333
XLOC_006909	XLOC_006909	0	0	0	0.144886	0	0
XLOC_006910	XLOC_006910	0	0	0	0	0	0
XLOC_006911	XLOC_006911	0	0	0	0	0	0.160591
XLOC_006913	XLOC_006913	225.600043	225.881868	244.616134	179.541983	185.050574	195.200028
XLOC_006914	XLOC_006914	0.097969	0.212809	0.295517	0.819357	0.543925	0.666292
XLOC_006915	XLOC_006915	21.596386	48.576085	41.053763	52.511254	55.382678	47.650953
XLOC_006916	XLOC_006916	5.421737	8.331676	7.173475	9.157026	10.030966	10.478096
XLOC_006917	XLOC_006917	6.206143	14.17821	10.289878	19.917155	18.682023	14.404439
XLOC_006918	XLOC_006918	6.021878	34.754756	21.146166	66.017207	75.338461	55.622059
XLOC_006919	XLOC_006919	115.024106	120.423228	111.433021	137.256154	145.317541	143.592103
XLOC_006920	XLOC_006920	1.732734	2.497229	1.951881	4.590004	2.626277	1.462343
XLOC_006921	XLOC_006921	1.484661	3.487869	1.39765	3.662659	3.932928	2.514822
XLOC_006922	XLOC_006922	5.148784	11.110313	23.987435	12.501013	17.549983	17.64573
XLOC_006923	XLOC_006923	0	0	0	0	1.061123	0
XLOC_006924	XLOC_006924	5.836667	19.635135	11.991947	18.275253	17.486381	14.849561
XLOC_006925	XLOC_006925	2.83879	6.060761	3.530911	6.256369	5.687206	4.218039
XLOC_006927	XLOC_006927	1.284025	5.228841	9.806936	42.891233	29.83177	9.938734
XLOC_006928	XLOC_006928	0	0.663784	0.691784	0	0.698301	0
XLOC_006929	XLOC_006929	0.598881	1.298152	2.705233	4.311532	3.400795	3.041881
XLOC_006931	XLOC_006931	1.200893	1.300386	0.451717	0.455204	0	0.507829
XLOC_006932	XLOC_006932	0	0	0	0.840008	0	0.468561
XLOC_006933	XLOC_006933	0.344007	0	0	0	0	0
XLOC_006934	XLOC_006934	50.027807	77.552832	65.097145	47.010649	59.057795	34.144434
XLOC_006935	XLOC_006935	0.103356	0.111229	0.115681	0.349794	0.304801	0.285377
XLOC_006936	XLOC_006936	1.452484	4.380448	2.55502	9.015547	10.705049	7.082911
XLOC_006937	XLOC_006937	2.973155	7.648231	3.775249	21.136558	19.42434	20.278836
XLOC_006938	XLOC_006938	50.053293	216.117257	149.406664	18.100755	23.461891	15.433375
XLOC_006942	XLOC_006942	0	0	0	0	0	3.819124
XLOC_006943	XLOC_006943	3.265261	8.837841	7.004294	21.807609	23.074153	20.614362
XLOC_006944	XLOC_006944	97.007364	135.899412	127.468679	92.488242	84.780666	82.375263
XLOC_006945	XLOC_006945	3.018038	13.902806	3.788321	20.469998	16.165317	26.716363
XLOC_006947	XLOC_006947	2.535453	17.263164	13.083409	28.018152	23.45714	17.467331
XLOC_006948	XLOC_006948	10.563675	13.352135	14.35286	20.042329	19.575459	22.464067
XLOC_006949	XLOC_006949	0.914356	2.726798	1.549556	0.529955	0	0
XLOC_006950	XLOC_006950	0	0	0	0.109492	0.054416	0.122163
XLOC_006951	XLOC_006951	0	0	0	0	0	0.691633
XLOC_006952	XLOC_006952	0	0	0	0	0	0
XLOC_006953	XLOC_006953	0.221107	0	0.083348	0.084029	0.417823	0.37505
XLOC_006954	XLOC_006954	0.157256	0.056923	0.059287	0.297427	0.118846	0.20009
XLOC_006955	XLOC_006955	0	0	0	0	0	0
XLOC_006956	XLOC_006956	52.905139	76.144546	72.423303	122.603557	131.239591	134.930074
XLOC_006957	XLOC_006957	0	0.292231	0	0.767169	1.009051	0.342404
XLOC_006958	XLOC_006958	7.403698	20.667807	17.257532	22.92377	23.727793	20.258953
XLOC_006959	XLOC_006959	0	0	0	0	0	4.845673
XLOC_006960	XLOC_006960	121.992181	88.53153	107.538444	81.616264	78.379448	68.627866
XLOC_006961	XLOC_006961	55.1568	46.313767	52.354878	42.798921	39.877955	45.559126
XLOC_006962	XLOC_006962	0.191479	0	0.504526	1.016829	1.016752	0.567116
XLOC_006963	XLOC_006963	2.887448	10.657692	7.30391	10.875573	11.988715	9.630874
XLOC_006964	XLOC_006964	0	0	0	0	0	0
XLOC_006965	XLOC_006965	16.34669	31.002722	26.202173	80.815138	97.159848	101.145793
XLOC_006967	XLOC_006967	9.987915	16.659169	13.729238	29.259769	30.531799	29.072408
XLOC_006968	XLOC_006968	1.424455	7.734193	4.647317	9.74564	9.952421	8.853314
XLOC_006969	XLOC_006969	126.167471	126.986189	131.519544	193.777204	215.648103	195.394666
XLOC_006971	XLOC_006971	3.210829	4.909827	4.800917	9.208205	14.127766	14.627476
XLOC_006972	XLOC_006972	16.222369	26.216959	26.114666	106.806794	109.282592	116.181198
XLOC_006973	XLOC_006973	9.942714	54.878206	45.101388	151.821813	176.529588	166.148589
XLOC_006974	XLOC_006974	10.546303	13.627295	11.661969	18.143138	19.102893	12.545238
XLOC_006976	XLOC_006976	103.825233	112.272137	116.049796	75.636955	73.958911	89.720686
XLOC_006977	XLOC_006977	31.02241	49.239424	40.605481	30.632981	30.559407	24.858973
XLOC_006978	XLOC_006978	251.551126	496.802756	423.469956	594.439952	642.890953	584.197981
XLOC_006979	XLOC_006979	1.145418	3.057622	1.921731	3.315945	3.255438	2.201521
XLOC_006980	XLOC_006980	45.496423	40.517678	40.264255	44.84639	46.332728	45.036365
XLOC_006981	XLOC_006981	6.015361	12.489	8.87192	15.691368	18.156562	16.198188
XLOC_006982	XLOC_006982	3.270793	3.946617	3.287541	5.592921	5.666455	8.320941
XLOC_006983	XLOC_006983	8.037747	20.156218	17.91951	24.00048	30.155206	22.3663
XLOC_006984	XLOC_006984	0	0.674842	1.687066	37.132684	43.303029	31.778134
XLOC_006986	XLOC_006986	12.887738	27.660269	22.102951	37.323849	41.088434	40.107623
XLOC_006987	XLOC_006987	28.334025	57.299266	51.048565	70.708632	75.217231	79.189526
XLOC_006989	XLOC_006989	3.307042	14.055753	8.871421	8.726732	9.057577	10.567192
XLOC_006990	XLOC_006990	8.034658	21.591836	18.501343	14.994348	25.553357	17.953056
XLOC_006992	XLOC_006992	33.618833	37.307177	31.601131	49.220626	55.128406	43.712185
XLOC_006993	XLOC_006993	0	0	0.909051	0	0	0
XLOC_006994	XLOC_006994	7.350954	12.499201	11.986554	31.126076	32.262408	33.633202
XLOC_006995	XLOC_006995	31.766647	34.939436	38.820497	36.909735	33.506083	39.0536
XLOC_006996	XLOC_006996	0	0.753061	0	7.909141	10.306332	2.644577
XLOC_006997	XLOC_006997	0.686399	2.235745	2.328665	8.695117	11.155082	11.448667
XLOC_006998	XLOC_006998	34.420165	66.207769	68.344228	33.113928	49.074296	45.786659
XLOC_006999	XLOC_006999	25.200741	34.502887	35.090257	51.69813	58.402215	51.40581
XLOC_007002	XLOC_007002	0	0	0	2.807026	2.39433	2.245665
XLOC_007003	XLOC_007003	72.950017	141.364489	106.436225	228.154424	245.537504	188.600152
XLOC_007004	XLOC_007004	0.286988	0.870095	0.939338	12.702866	16.01484	14.052837
XLOC_007006	XLOC_007006	0	0	0	0	0	0
XLOC_007007	XLOC_007007	0	0.382491	0	0	0	0.448158
XLOC_007008	XLOC_007008	1.806972	8.818161	9.442149	15.690546	18.972859	15.784936
XLOC_007009	XLOC_007009	15.179832	21.302687	17.89848	41.525618	44.637844	46.748598
XLOC_007010	XLOC_007010	0.684873	4.088563	1.419584	6.00045	6.488332	3.77436
XLOC_007011	XLOC_007011	40.183024	5.244637	31.960146	44.842957	44.176824	30.546894
XLOC_007012	XLOC_007012	0	0	0	1.909113	0.957848	1.063343
XLOC_007013	XLOC_007013	0	0	0	0	0	0
XLOC_007014	XLOC_007014	1.264525	3.062933	1.845794	7.544095	9.419776	8.545837
XLOC_007017	XLOC_007017	2.862374	11.166808	8.818484	37.789424	39.403309	35.897494
XLOC_007018	XLOC_007018	0	1.499346	1.041379	0.262413	0.523164	0.292789
XLOC_007019	XLOC_007019	18.148011	18.447036	21.705393	18.533774	21.176231	20.546863
XLOC_007020	XLOC_007020	27.248448	38.210725	34.425004	74.661222	78.036459	77.074647
XLOC_007021	XLOC_007021	1.01519	4.389815	2.26637	8.810746	9.509725	9.448773
XLOC_007022	XLOC_007022	0.186593	0.430659	0.316654	1.158397	2.79971	2.483034
XLOC_007023	XLOC_007023	1.392683	2.014897	2.098907	11.108085	13.166951	10.623721
XLOC_007024	XLOC_007024	33.728527	37.947145	38.047801	39.854425	52.964976	50.084314
XLOC_007025	XLOC_007025	3.81023	21.174706	8.878124	13.016072	13.78738	9.984328
XLOC_007026	XLOC_007026	4.658493	12.354524	9.413496	13.14692	18.270371	13.309907
XLOC_007027	XLOC_007027	2.43775	4.533874	5.510238	5.554509	4.14916	6.386239
XLOC_007028	XLOC_007028	3.071665	7.501246	8.468271	17.428443	13.655731	8.201041
XLOC_007029	XLOC_007029	0.607907	0	0	2.069774	0.690995	0
XLOC_007030	XLOC_007030	5.305764	5.111419	0	2.161196	3.233	3.994866
XLOC_007032	XLOC_007032	10.968311	4.287299	11.162326	13.50821	13.56198	15.032703
XLOC_007034	XLOC_007034	1.476098	6.910642	3.328886	1.11815	1.11871	2.494288
XLOC_007035	XLOC_007035	60.852922	77.019202	67.087026	105.891959	104.657042	97.168032
XLOC_007036	XLOC_007036	0	0	1.063611	0	0	0
XLOC_007037	XLOC_007037	5.868091	10.529755	9.308529	17.003565	21.070064	18.141583
XLOC_007038	XLOC_007038	11.590142	18.012029	16.498214	35.219557	35.061647	44.028281
XLOC_007039	XLOC_007039	0	0.310034	0	1.302251	1.134356	1.453051
XLOC_007040	XLOC_007040	5.068893	13.015613	10.121214	18.672687	23.580843	23.412265
XLOC_007041	XLOC_007041	6.414356	8.621965	7.860946	18.334973	19.202147	19.950152
XLOC_007042	XLOC_007042	2.05149	5.073885	4.101086	10.700406	12.577743	10.415275
XLOC_007043	XLOC_007043	0.699667	7.533196	4.702255	20.764549	34.001616	30.270241
XLOC_007044	XLOC_007044	19.97373	25.761751	21.793968	22.676833	21.0918	21.803495
XLOC_007045	XLOC_007045	2.695268	7.213821	5.516859	11.746575	11.019579	11.890688
XLOC_007046	XLOC_007046	4.419982	10.142414	9.279897	17.990488	19.337676	19.431546
XLOC_007047	XLOC_007047	27.741442	29.889881	27.759492	28.422103	28.959697	31.227778
XLOC_007048	XLOC_007048	9.499442	10.662899	9.642023	16.73377	17.261979	19.495544
XLOC_007049	XLOC_007049	0.291792	0.527929	0.439911	0.886983	0.661794	1.113427
XLOC_007051	XLOC_007051	0	4.685314	1.126654	4.92026	7.179379	5.067078
XLOC_007052	XLOC_007052	4.270353	20.072452	13.540912	32.93307	39.351279	28.634199
XLOC_007053	XLOC_007053	0.788651	1.980528	1.784	1.742208	2.179149	1.693396
XLOC_007054	XLOC_007054	2.25431	12.670157	10.517174	16.129936	19.742115	14.269629
XLOC_007055	XLOC_007055	21.308486	31.43113	30.192965	45.014171	50.691454	54.874523
XLOC_007056	XLOC_007056	161.507322	213.102375	192.405486	247.238795	224.01367	232.11779
XLOC_007057	XLOC_007057	0	0	0	0	0	0.190036
XLOC_007058	XLOC_007058	0.099505	0.799813	0.225448	0.862542	0.744335	0.862368
XLOC_007060	XLOC_007060	1.405863	8.058029	5.466157	10.694256	11.629296	11.956232
XLOC_007061	XLOC_007061	54.324666	67.732741	64.4817	72.727931	83.04112	80.637918
XLOC_007062	XLOC_007062	3.655701	6.177709	5.715484	15.301608	15.247304	17.582062
XLOC_007063	XLOC_007063	10.560134	12.840574	13.087824	40.161545	42.723911	44.598326
XLOC_007064	XLOC_007064	8.434529	13.100478	11.481247	10.044681	13.705428	11.938633
XLOC_007065	XLOC_007065	40.592698	56.781858	47.940877	77.080112	78.122864	65.851291
XLOC_007066	XLOC_007066	0	0	0	0	0.220515	0
XLOC_007067	XLOC_007067	0	0	0	0	0	0.753573
XLOC_007068	XLOC_007068	7.44064	11.904437	10.328189	4.45656	2.848301	4.501652
XLOC_007070	XLOC_007070	1.705592	2.08106	2.408958	14.889947	15.244901	17.610045
XLOC_007072	XLOC_007072	8.118956	26.83616	16.549662	25.656553	28.155272	24.248717
XLOC_007073	XLOC_007073	1.427638	4.952439	3.43329	9.990815	11.429735	9.194821
XLOC_007074	XLOC_007074	9.058444	19.566194	19.007209	11.923017	13.467981	10.928248
XLOC_007075	XLOC_007075	0.065765	0.214239	0	0.075012	0.671046	0.501511
XLOC_007076	XLOC_007076	0.401384	0.871568	0.544678	2.562576	2.275583	2.246664
XLOC_007077	XLOC_007077	3.669683	6.26052	5.038824	6.47438	6.935282	5.890556
XLOC_007078	XLOC_007078	105.214195	106.099742	102.258721	140.170869	171.129311	157.104279
XLOC_007079	XLOC_007079	1.330432	6.427261	5.887961	14.224749	16.211334	10.892503
XLOC_007080	XLOC_007080	756.543356	850.091462	743.185251	812.620538	740.331913	601.019348
XLOC_007082	XLOC_007082	0	0	0	0.662279	0	0.738494
XLOC_007084	XLOC_007084	3.436891	4.426408	5.582312	10.030262	8.777106	13.921053
XLOC_007085	XLOC_007085	359.412672	584.180654	484.573212	690.644548	703.761403	628.659925
XLOC_007086	XLOC_007086	2.175612	4.50312	3.306213	5.581256	5.704061	5.189787
XLOC_007087	XLOC_007087	12.591982	37.607325	29.284563	45.135617	45.526136	33.407223
XLOC_007088	XLOC_007088	0	0	0.374824	0.377749	0	1.513592
XLOC_007089	XLOC_007089	0	0	0.095202	0.383916	0.477316	0.214191
XLOC_007090	XLOC_007090	0	0	0	0	0.826565	0
XLOC_007091	XLOC_007091	41.322456	74.618029	68.048815	61.368403	64.471837	60.483829
XLOC_007092	XLOC_007092	4.081014	8.470807	7.543417	12.547036	10.736483	12.253338
XLOC_007093	XLOC_007093	0.688954	4.057028	1.386579	4.351296	5.545888	3.200574
XLOC_007094	XLOC_007094	1.837996	12.723138	5.22844	8.500313	14.913652	8.910493
XLOC_007096	XLOC_007096	18.637339	55.90501	32.958715	37.664139	45.596468	29.589712
XLOC_007097	XLOC_007097	2.430453	7.373479	4.284557	10.595184	14.183363	12.004314
XLOC_007098	XLOC_007098	7.977877	12.393979	10.475915	17.43508	24.717969	27.125275
XLOC_007099	XLOC_007099	175.878727	259.457482	241.537485	208.692366	209.157629	223.560896
XLOC_007100	XLOC_007100	6.926587	11.748539	9.711458	21.997213	19.59862	16.679102
XLOC_007101	XLOC_007101	0.432665	0.422652	0.587258	0.847001	0.979371	0.495501
XLOC_007102	XLOC_007102	0	0	0	0	0	0
XLOC_007103	XLOC_007103	0.069031	0.149907	0	10.310493	10.95711	11.416952
XLOC_007104	XLOC_007104	2.917919	11.522318	11.612305	18.623981	23.13007	16.458779
XLOC_007105	XLOC_007105	10.825175	29.937558	27.588135	66.985336	78.798426	60.988384
XLOC_007106	XLOC_007106	0.598626	1.77289	1.969607	4.033555	3.527684	5.193247
XLOC_007108	XLOC_007108	36.614738	98.310144	65.79316	102.192691	122.98657	88.892804
XLOC_007109	XLOC_007109	0.958065	1.587999	2.053151	1.747541	2.515101	3.400505
XLOC_007110	XLOC_007110	188.118884	160.80663	183.370656	163.281648	160.929936	150.850406
XLOC_007111	XLOC_007111	0	0	0.265219	0.548003	0	5.432133
XLOC_007112	XLOC_007112	1.042189	4.656463	1.649088	6.377259	8.03623	6.664348
XLOC_007113	XLOC_007113	2.305109	10.099875	7.075223	25.716142	31.738158	25.448253
XLOC_007115	XLOC_007115	0.888664	3.349232	2.719685	4.351409	4.80501	5.786658
XLOC_007116	XLOC_007116	1.767256	3.37241	3.242221	4.086029	11.808239	9.969798
XLOC_007117	XLOC_007117	525.541353	579.349394	555.157076	465.882048	477.928173	461.374258
XLOC_007118	XLOC_007118	15.00488	59.344224	36.732474	75.756107	80.899462	59.674847
XLOC_007119	XLOC_007119	0	0	0	0	0	0
XLOC_007120	XLOC_007120	0	0.221729	0.230941	0.31044	0.471616	0.692798
XLOC_007121	XLOC_007121	0.512202	2.578699	1.446145	6.691223	10.185437	8.888018
XLOC_007122	XLOC_007122	78.163776	167.579154	114.937001	215.489796	222.50909	201.839175
XLOC_007123	XLOC_007123	0.766364	1.46871	1.019782	5.44921	9.658092	7.972412
XLOC_007124	XLOC_007124	70.763279	93.92714	89.784253	99.229004	100.974479	92.18039
XLOC_007125	XLOC_007125	138.034859	219.800778	166.295205	237.746362	236.230414	192.615288
XLOC_007126	XLOC_007126	0	0	0	0.542108	1.08455	0
XLOC_007127	XLOC_007127	0	2.600373	1.355065	2.048401	2.051487	1.522635
XLOC_007128	XLOC_007128	2.516599	4.140675	4.220632	4.890634	6.384674	7.08422
XLOC_007130	XLOC_007130	8.292303	19.829385	20.659221	56.23292	66.883103	38.261316
XLOC_007132	XLOC_007132	11.036781	11.86818	10.83869	12.155436	13.244069	9.932792
XLOC_007133	XLOC_007133	0.139702	0.075889	0.105571	0.318748	0.396094	0.622422
XLOC_007134	XLOC_007134	15.906079	30.206868	23.438717	43.695703	45.915699	42.616067
XLOC_007135	XLOC_007135	3.308723	7.56726	7.481507	13.551045	12.866612	14.426819
XLOC_007136	XLOC_007136	0.663347	3.581653	0.746526	0	0	0.838751
XLOC_007137	XLOC_007137	0.517144	2.796575	4.663491	1.7624	4.115349	1.310413
XLOC_007139	XLOC_007139	0	0.232008	0.362494	0.121813	0.2424	0.407762
XLOC_007140	XLOC_007140	15.956055	36.82404	26.531515	18.142063	22.906773	17.043147
XLOC_007141	XLOC_007141	0	0.436511	0	0	0	0
XLOC_007143	XLOC_007143	0	0.339737	0.235916	2.378333	5.46517	3.020692
XLOC_007144	XLOC_007144	1.259622	3.000624	2.557777	4.546008	4.889976	5.192219
XLOC_007145	XLOC_007145	1.439699	2.729129	2.437697	6.174917	7.360669	4.110987
XLOC_007146	XLOC_007146	3.825919	11.928667	7.856232	14.42945	13.296118	15.177638
XLOC_007147	XLOC_007147	0	0.491732	0	0	0	0
XLOC_007148	XLOC_007148	18.375334	26.597947	26.737144	28.439741	28.723313	30.915714
XLOC_007149	XLOC_007149	3.702646	6.327472	5.766494	9.343458	8.120088	7.722785
XLOC_007150	XLOC_007150	1.070276	3.984906	2.536325	7.380791	7.914874	6.297151
XLOC_007151	XLOC_007151	0	0.476675	0	1.001237	0.500532	0
XLOC_007152	XLOC_007152	0.104709	0.227323	0.118391	1.551592	0.831242	1.864468
XLOC_007153	XLOC_007153	0	0	0.225994	0.341736	0.339993	0.25422
XLOC_007154	XLOC_007154	0	0	0	0	0.762527	0
XLOC_007155	XLOC_007155	0.460704	1.134692	0.901368	3.136275	3.398291	4.144375
XLOC_007156	XLOC_007156	8.253661	10.071802	9.08612	18.154171	23.508287	26.29689
XLOC_007157	XLOC_007157	1397.585149	2122.123614	1759.603356	205.317929	240.87779	181.907809
XLOC_007158	XLOC_007158	129.939905	201.601551	199.184242	137.914869	165.349544	133.382012
XLOC_007159	XLOC_007159	3.10011	20.44987	16.119832	53.579096	55.112492	35.174151
XLOC_007160	XLOC_007160	56.682226	89.17737	80.089191	224.806958	191.450901	243.16659
XLOC_007161	XLOC_007161	2.602362	7.806999	6.056107	9.767897	8.857222	6.811858
XLOC_007162	XLOC_007162	0	0	0.382982	0	0.385369	0
XLOC_007163	XLOC_007163	10.494496	27.180965	23.251932	42.733819	44.44496	35.050151
XLOC_007164	XLOC_007164	1.245998	6.318707	4.444692	13.310896	12.644623	10.381014
XLOC_007165	XLOC_007165	0.476628	0.103584	0.215785	1.196479	1.190251	1.092317
XLOC_007166	XLOC_007166	0	0	0	0	0	0
XLOC_007167	XLOC_007167	178.779413	227.477603	234.440591	139.715874	167.482999	145.73401
XLOC_007168	XLOC_007168	6.248425	12.529325	11.131477	15.223167	12.853154	16.157579
XLOC_007169	XLOC_007169	1.550519	4.958535	10.286414	3.474837	15.684992	5.778468
XLOC_007170	XLOC_007170	0.722266	1.970527	2.433243	3.412074	6.38025	4.4438
XLOC_007172	XLOC_007172	36.324622	43.904892	43.44762	45.218188	49.018943	44.97277
XLOC_007173	XLOC_007173	8.837072	17.505561	15.539405	8.152175	6.524046	6.42085
XLOC_007174	XLOC_007174	0	0.364479	0	0.382737	0.762331	0.640581
XLOC_007175	XLOC_007175	0.725686	2.068017	1.436011	3.619276	3.188733	2.653854
XLOC_007176	XLOC_007176	1.24446	4.491375	5.148708	8.961597	10.371773	5.787984
XLOC_007178	XLOC_007178	5.361447	11.053925	8.277962	20.676083	23.090654	21.932441
XLOC_007179	XLOC_007179	70.915894	70.4582	73.66307	48.959821	51.445175	55.698021
XLOC_007180	XLOC_007180	0.02945	0.580699	0.326855	1.40634	1.443465	2.021722
XLOC_007181	XLOC_007181	9.644265	22.063822	14.291434	18.565852	21.140009	18.229969
XLOC_007182	XLOC_007182	0	1.398259	0	4.772188	4.397213	8.160584
XLOC_007183	XLOC_007183	0.18014	0.439384	0.152563	1.494709	2.235577	1.302731
XLOC_007184	XLOC_007184	3.446068	12.997447	9.459156	17.948766	24.762932	16.68922
XLOC_007185	XLOC_007185	2.483672	8.04989	4.194738	7.750293	13.409305	3.927745
XLOC_007186	XLOC_007186	17.385557	29.554398	24.086874	54.119405	51.996307	56.256389
XLOC_007187	XLOC_007187	99.728372	153.537063	124.454532	138.867907	156.403689	125.242153
XLOC_007188	XLOC_007188	28.75064	24.808899	22.423349	39.077561	44.640268	48.090778
XLOC_007189	XLOC_007189	1.691142	7.746056	4.907016	11.990892	12.242478	11.757174
XLOC_007190	XLOC_007190	0.733727	0	0	0	0.416833	0.46556
XLOC_007191	XLOC_007191	1.933251	4.892345	3.640638	6.360654	8.777106	10.645511
XLOC_007192	XLOC_007192	8.630057	14.91064	9.138487	9.517567	7.961909	7.531037
XLOC_007194	XLOC_007194	76.348513	93.753964	94.499026	78.759518	105.044713	87.395755
XLOC_007197	XLOC_007197	2.58009	4.329215	3.801837	7.025899	7.192179	8.650388
XLOC_007198	XLOC_007198	8.470769	11.476047	8.816379	13.845381	14.564981	14.495434
XLOC_007199	XLOC_007199	1.486914	2.113817	1.466166	2.293731	2.94319	1.733746
XLOC_007200	XLOC_007200	0.325489	0.471076	0.24534	0	0.369142	0.965922
XLOC_007201	XLOC_007201	0.050335	0.491957	0.113863	0.229593	0.684725	0.576425
XLOC_007202	XLOC_007202	1.554453	2.878725	2.895047	4.065235	4.562275	6.107924
XLOC_007203	XLOC_007203	0.719849	0.779751	2.031414	0.479773	1.226778	2.093678
XLOC_007204	XLOC_007204	0.386742	2.094234	3.92822	0.879703	2.383799	1.556908
XLOC_007205	XLOC_007205	0	0	0	0	0	0
XLOC_007206	XLOC_007206	1.493162	0.538447	0	0	0	0
XLOC_007207	XLOC_007207	0	0	0	0	0	0
XLOC_007209	XLOC_007209	0	0	0	1.136183	0	0.18011
XLOC_007210	XLOC_007210	0	0	0	0	0	0.200542
XLOC_007211	XLOC_007211	2.634478	3.540043	4.396595	4.718157	6.830173	9.890979
XLOC_007212	XLOC_007212	1.121694	1.740727	1.935448	3.689544	5.129853	4.089085
XLOC_007213	XLOC_007213	1.733972	6.762635	5.089515	7.101908	9.455493	7.48291
XLOC_007214	XLOC_007214	19.780688	16.534263	22.787694	14.537466	20.243413	15.331833
XLOC_007215	XLOC_007215	56.92312	64.541388	66.728621	72.174319	70.313601	67.485058
XLOC_007216	XLOC_007216	15.134932	31.796511	27.465385	37.401428	39.507206	40.122348
XLOC_007217	XLOC_007217	33.788539	61.801667	50.73469	51.245785	47.741718	45.141102
XLOC_007218	XLOC_007218	8.592982	27.955067	19.427093	43.345368	57.542733	60.660012
XLOC_007221	XLOC_007221	3.595605	13.000564	9.029075	19.340275	24.031002	15.486503
XLOC_007223	XLOC_007223	3.593002	9.797207	4.498861	13.163939	12.985706	11.973045
XLOC_007224	XLOC_007224	0.058982	0.256191	0.266831	0.570612	0.674104	0.525311
XLOC_007226	XLOC_007226	13.896889	32.254539	29.708543	56.722075	56.855717	42.147936
XLOC_007227	XLOC_007227	39.021888	56.461948	56.028879	84.510654	89.882481	92.540432
XLOC_007228	XLOC_007228	0	0	0	0.437884	0	0
XLOC_007230	XLOC_007230	0.447258	1.936323	3.027154	5.084144	2.54188	3.969814
XLOC_007231	XLOC_007231	69.671877	82.033649	77.612789	120.083161	128.107705	125.584738
XLOC_007232	XLOC_007232	7.75819	20.877218	18.240005	25.458948	25.173413	19.52978
XLOC_007234	XLOC_007234	7.425376	10.299316	9.445159	19.631014	21.870933	22.298291
XLOC_007235	XLOC_007235	0.253919	0.496339	0.402069	1.043446	1.439225	1.026755
XLOC_007236	XLOC_007236	0.156872	0	0.177314	0.357485	0.177978	0.80126
XLOC_007237	XLOC_007237	7.493598	22.326902	16.326182	38.350681	52.857367	30.837808
XLOC_007239	XLOC_007239	7.356319	15.946785	13.577092	26.500148	21.845345	26.735707
XLOC_007240	XLOC_007240	0.391874	0.141767	0.147672	0.893201	0.296343	0.166106
XLOC_007241	XLOC_007241	6.142931	10.62811	9.237444	11.929864	11.097409	11.260031
XLOC_007243	XLOC_007243	13.369215	64.806564	40.827971	67.857239	71.355786	51.234515
XLOC_007244	XLOC_007244	98.516207	81.334137	92.091471	59.331399	64.620046	67.919233
XLOC_007246	XLOC_007246	0.593231	6.823342	5.36208	13.60696	14.17323	11.442153
XLOC_007247	XLOC_007247	1.391492	8.180493	4.434559	9.505173	10.31805	8.512062
XLOC_007248	XLOC_007248	1.668325	4.206999	2.988206	2.802579	2.961777	3.150049
XLOC_007250	XLOC_007250	12.899643	17.258317	17.878707	32.007038	35.18094	35.510584
XLOC_007251	XLOC_007251	3394.590896	2588.490326	2603.609328	1966.52435	1933.603902	1517.225587
XLOC_007252	XLOC_007252	3.118583	6.111253	6.537273	11.721422	13.022627	12.869586
XLOC_007253	XLOC_007253	6.124069	8.815708	5.807055	20.356975	13.076239	14.138665
XLOC_007255	XLOC_007255	2.509668	6.553495	5.49789	14.232401	13.145042	13.793864
XLOC_007256	XLOC_007256	0.512136	3.406097	2.099592	2.627718	3.628885	2.612813
XLOC_007257	XLOC_007257	7.418745	11.688547	9.48842	9.000869	8.143022	9.586746
XLOC_007258	XLOC_007258	57.346355	69.588796	71.972173	67.603069	72.924961	64.847994
XLOC_007259	XLOC_007259	0.265202	1.043737	0.637469	3.073544	2.631241	3.708759
XLOC_007260	XLOC_007260	0.591469	5.795665	3.043141	10.743488	11.384269	9.002753
